branch,rank,width,seed,validation_pressure_kpa,fit_converged,density_global_percent,u_ms_global_percent,v_ms_global_percent,temperature_k_global_percent,mach_global_percent,pressure_tecplot_global_percent
neural,4,8,692,28.0,False,2.9736417347384942,8.81935194923263,13.903701008362304,2.0166233993879947,9.455271143523996,3.441304954361874
neural,4,8,692,29.0,False,1.574173441789166,3.532787487208461,4.9214776726421805,0.8217050096863351,3.694230602990346,1.9771814675653663
neural,4,16,690,18.0,False,4.289323602930988,11.48174928342957,15.304456281341164,4.260752611700695,12.279431453611263,5.060984170505006
neural,4,16,690,19.0,False,1.8288578527599026,5.237550911553849,11.528277917944465,1.4874735911392962,4.6299540091808336,2.8582146175742773
neural,4,16,690,20.0,False,4.551780226773926,11.635534935260717,13.697083608787148,3.678458620196421,12.277838727216018,5.59773933049939
neural,4,16,690,22.0,False,14.256024428977405,34.222717807688326,36.60909426987659,11.990060373025631,37.7372664579482,16.915535360898794
neural,4,16,690,23.0,False,5.017574516233288,15.725987689305693,16.558874345587814,3.6740033388536353,15.327288717244384,5.922417863826041
neural,4,16,690,24.0,True,6.896538912553581,15.065518267821085,18.19302712623249,4.68074993399489,17.239450872961132,7.73598596163174
neural,4,16,690,26.0,True,4.200651078146329,10.251638746566773,9.958825295226506,3.2190559163431547,12.366634952797426,5.005325149804778
neural,4,16,690,27.0,False,2.8907165694490797,8.577411183548422,13.727414682539345,2.039214643450494,9.439185673868867,3.3442716912823722
neural,4,16,690,28.0,False,3.013923316374782,8.806730877535461,13.867591540361463,2.0090722288983716,9.46195553659551,3.473248329784185
neural,4,16,690,29.0,False,1.3075718202103515,3.633939192593432,6.104771108857263,0.7707469092628855,3.9034983466424893,1.539601329424844
neural,4,16,691,18.0,True,4.387049827443369,11.740186399170687,15.398786856696647,4.25541335793412,12.45778785657045,5.160652460722856
neural,4,16,691,19.0,False,1.877580330125114,6.026610990002886,12.25411166863975,1.377584746010427,5.335852178891241,2.6832278819705118
neural,4,16,691,20.0,False,4.698012701311818,12.020521496676613,14.173739607639627,3.73001620307523,12.610953693991284,5.719780908008106
neural,4,16,691,22.0,True,14.221320950515995,34.14187034194518,36.550652333612675,12.001327780464841,37.694205219485525,16.903219441018965
neural,4,16,691,23.0,True,5.210604099418391,15.263155729503957,16.51048003272413,3.656038836029338,15.160536600603,6.002792413127677
neural,4,16,691,24.0,False,7.010420656213176,15.259583505519938,17.65075295107449,4.66000150538906,17.363581313868316,7.826433517735951
neural,4,16,691,26.0,False,4.146326203158592,10.173108148126593,9.855103079914262,3.187543955235401,12.27994546978358,4.936559316156308
neural,4,16,691,27.0,False,2.764981910689767,7.921764904693797,12.205970203428611,1.9556851149426162,8.90807902280978,3.201421298068093
neural,4,16,691,28.0,False,2.949001628370893,8.885868285542104,14.110999513930722,2.0210754930861485,9.488434305018737,3.4205649801606253
neural,4,16,691,29.0,False,1.519720521575088,3.4764746464422047,4.814963991304704,0.8065982453890017,3.663310327584648,1.8996694633398352
neural,4,16,692,18.0,False,4.297345959051801,11.015327612841102,14.582067094179324,4.295309477110968,12.040206964050942,5.073604439963676
neural,4,16,692,19.0,False,1.804051753338297,5.13066778370721,11.381000900233298,1.4872028296821707,4.536856663272696,2.8177463547492296
neural,4,16,692,20.0,False,4.802823659894292,13.227298719006525,15.84109656381385,3.819995818511082,13.359008449226414,5.896430778049077
neural,4,16,692,22.0,False,14.330688348667579,34.23936303671658,36.57836125561047,11.981392319800776,37.75183014028609,16.966816025906958
neural,4,16,692,23.0,False,5.14523211825953,14.517021844655115,15.959511257253839,3.5477604749209544,14.667272879967207,5.857596787674001
neural,4,16,692,24.0,False,6.969792628413149,15.030701876530886,18.185664382406294,4.701935352200783,17.241109547861814,7.80755774434366
neural,4,16,692,26.0,True,4.003343820777853,10.086477155316404,9.797431814822337,3.129682548087446,12.13217719111072,4.768524254678862
neural,4,16,692,27.0,False,2.6550811215084975,8.061104413753394,13.373045484084756,1.8595211108938692,8.797373553269832,3.082972746107633
neural,4,16,692,28.0,False,3.0240879396886493,8.847548851604186,13.932820030725695,2.044091901529588,9.49027501171186,3.513902595567201
neural,4,16,692,29.0,False,1.3956116387533306,3.593548685675353,4.998500271110889,0.77320950594908,3.765040286530088,1.6931184819954932
polynomial,6,0,690,18.0,True,4.121280581723128,9.577959046546026,12.495599597987544,4.429546900546158,11.291272906080865,4.953815571769955
polynomial,6,0,690,19.0,True,1.391689005718712,6.481146476576155,12.060511745684895,1.2483746736479744,5.6383248480841734,2.1050112595165036
polynomial,6,0,690,20.0,True,3.9447383534174847,9.503909302901423,10.472260947087946,3.3987783086434393,10.726179907836865,4.651204541145382
polynomial,6,0,690,22.0,True,14.211926411938519,33.85545956456707,36.0050742983868,11.977450991305052,37.467230994940955,16.89705914182102
polynomial,6,0,690,23.0,True,3.832968671531509,9.469256412794259,10.939004315362297,2.9182468253219023,10.869030115323012,4.4134581663449195
polynomial,6,0,690,24.0,True,5.946327057346848,14.61490876137316,18.703296683572127,5.007185754670085,16.754779119222032,7.1372695096461465
polynomial,6,0,690,26.0,True,4.31194201293061,11.161705951868548,9.862403103607846,3.028037985355737,12.956898520256486,4.942096556282729
polynomial,6,0,690,27.0,True,3.0570858250660278,7.9441338192218796,11.142595868089835,1.9912511830514943,9.01903997160425,3.4994663247667033
polynomial,6,0,690,28.0,True,2.4436989218534806,7.921784326981536,11.59838439741513,2.118934617025295,8.58481178909242,3.054262953366108
polynomial,6,0,690,29.0,True,1.5606409327969066,3.9713813997955856,5.187414289472869,0.9194556979556971,4.165754825868565,1.9544078388571566
neural,6,8,690,18.0,False,4.8641843155438,13.044198629081338,18.218787693816648,4.299663195263553,13.448857033433553,5.561381776607817
neural,6,8,690,19.0,True,1.1156308826829644,7.303990998906437,12.95770810115332,1.1434055362371167,6.285179372607821,1.4934861849738752
