Re,pod_gp_relative_L2_uv,interpolation_relative_L2_uv,raw_gaussian_nll,calibrated_gaussian_nll,raw_gaussian_crps,calibrated_gaussian_crps,raw_90_coverage,calibrated_90_coverage,calibrated_90_mean_width,error_spread_spearman,div_l2_pred,div_linf_pred,wall_rms_error,wall_max_error,lid_u_mae
175.0,0.002359860662186519,0.004644026589820576,20.607888323644048,17.578444490499052,0.0003084310726121106,0.0003059927698568859,0.21352985638699926,0.22675736961451248,0.0003606482526178322,0.6695225490514287,1.0917999637658217e-15,7.605027718682322e-15,2.6930431598078622e-17,6.014467589907346e-16,0.0
275.0,0.0031850404090230044,0.005866454673493325,-6.53265289282208,-6.602819179033581,0.00031940574323525555,0.0003146532084190109,0.6541950113378685,0.7498110355253212,0.0011790990556750864,0.9582937207869199,1.15024556643514e-15,9.048317650695026e-15,2.79257468636824e-17,5.066798881297069e-16,0.0
375.0,0.004446468836231919,0.001904934609827217,-6.47512532403768,-6.468205380266165,0.0003989107983072893,0.0003985224184268602,0.9760644998740237,0.9802217183169564,0.002612009811394652,0.9446320732157161,1.1814808177345442e-15,9.492406860545088e-15,7.836809109276211e-17,1.6674585965034185e-15,0.0
