train_family,test_family,mode,model,seed,case,Re,parameters,epoch,training_seconds,inference_seconds,checkpoint_sha256,psi_rel_l2,velocity_rel_l2,interior_vorticity_rel_l2,divergence_core_rms,lid_derivative_rmse,primary_vortex_location_error
constant,ood_shape,direct,fno,17,ood_shape_0001,236.44026808360903,12721.0,300.0,8.852397877002659,0.0006039118331197338,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.9402071398379611,0.7885946816071027,0.6422318193211078,8.37929334807086e-08,0.24163946192117294,0.1767766952966369
constant,ood_shape,direct,fno,17,ood_shape_0002,180.95100059158364,12721.0,300.0,8.852397877002659,0.0006039118331197338,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.38960723459784574,0.4198523863394914,0.6227400199729256,7.999112483503268e-08,0.24233741415757076,0.04166666666666674
constant,ood_shape,direct,fno,17,ood_shape_0003,208.6074759394159,12721.0,300.0,8.852397877002659,0.0006039118331197338,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.5363763432970714,0.49120123114689057,0.4998957299394175,7.635114229742612e-08,0.20476846846418512,0.0931694990624912
constant,ood_shape,direct,fno,17,ood_shape_0004,374.64532673286527,12721.0,300.0,8.852397877002659,0.0006039118331197338,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.728972812875934,0.7261509331905199,0.6485025728029485,7.731955520284828e-08,0.21199549426655823,0.08333333333333326
constant,ood_shape,direct,fno,17,ood_shape_0005,145.49153445980784,12721.0,300.0,8.852397877002659,0.0006039118331197338,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.1676878197309485,0.27082641519787687,0.6131144549115958,7.626474740618505e-08,0.30398982531632107,0.04166666666666674
constant,ood_re,direct,fno,17,ood_re_0000,566.4474875225259,12721.0,300.0,8.852397877002659,0.0006419040000764653,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.17983002819382962,0.21805432857702045,0.5656784940040077,7.162861948017962e-08,0.4273175923270829,0.08333333333333337
constant,ood_re,direct,fno,17,ood_re_0001,490.14181715065223,12721.0,300.0,8.852397877002659,0.0006419040000764653,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.11231305242275544,0.15403172262508918,0.5178316641453639,6.484150816277179e-08,0.37312726654944417,0.08333333333333337
constant,ood_re,direct,fno,17,ood_re_0002,533.202596381457,12721.0,300.0,8.852397877002659,0.0006419040000764653,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.21573074393659475,0.23919862151959714,0.5726931769941593,6.214978753860123e-08,0.3558683860900377,0.08333333333333337
constant,ood_re,direct,fno,17,ood_re_0003,592.5167238454294,12721.0,300.0,8.852397877002659,0.0006419040000764653,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.5644337221706555,0.5360311479415456,0.6355570473723602,7.118761402580276e-08,0.2628251196938233,0.1317615691736825
constant,ood_re,direct,fno,17,ood_re_0004,489.1490754145391,12721.0,300.0,8.852397877002659,0.0006419040000764653,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.20213040969747056,0.22380797284713164,0.4701713929335489,6.556987131034475e-08,0.23726556963984508,0.08333333333333337
constant,ood_re,direct,fno,17,ood_re_0005,561.89866888648,12721.0,300.0,8.852397877002659,0.0006419040000764653,d83550af21b37ae94944795ef017bdf9de001e7123c8a41be9cc1afa4da5fbd1,0.14996567207381362,0.20186405830531323,0.5134723651073637,6.479743319687259e-08,0.3725965820582237,0.08333333333333337
constant,constant,direct,fno_physics,17,constant_test_0000,378.39963682209583,12721.0,300.0,8.73435825100023,0.0006575710006776111,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.06359409408225139,0.1515917277449076,0.7686457839099333,8.652030203393224e-08,0.12012585380618661,0.04166666666666674
constant,constant,direct,fno_physics,17,constant_test_0001,275.5175743523432,12721.0,300.0,8.73435825100023,0.0006575710006776111,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.04364039020014159,0.11951414443152888,0.6372660516363281,8.777649895819195e-08,0.0751984995076986,0.0
constant,constant,direct,fno_physics,17,constant_test_0002,205.77449124508615,12721.0,300.0,8.73435825100023,0.0006575710006776111,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.035432174706653725,0.09810330013795382,0.5368222682542704,7.879994257109502e-08,0.06040776454243524,0.0
constant,constant,direct,fno_physics,17,constant_test_0003,356.31307787809095,12721.0,300.0,8.73435825100023,0.0006575710006776111,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.05551962802952766,0.14310882091365698,0.7427591279640487,8.714464172498992e-08,0.10913482385115957,0.04166666666666674
constant,constant,direct,fno_physics,17,constant_test_0004,364.9641357923895,12721.0,300.0,8.73435825100023,0.0006575710006776111,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.058350929093890495,0.14625993780960397,0.7530598958280678,7.073148111658156e-08,0.11337658235542479,0.04166666666666674
constant,constant,direct,fno_physics,17,constant_test_0005,326.11288015095056,12721.0,300.0,8.73435825100023,0.0006575710006776111,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.04863771463152713,0.13345688706076458,0.7052169168140117,8.468041556852768e-08,0.09508599357792594,0.0
constant,diverse,direct,fno_physics,17,diverse_test_0000,378.39963682209583,12721.0,300.0,8.73435825100023,0.0005593368332483806,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.14155154375815215,0.22826862496130623,0.8690989854516119,7.263508905452909e-08,0.1563102730258897,0.05892556509887899
constant,diverse,direct,fno_physics,17,diverse_test_0001,275.5175743523432,12721.0,300.0,8.73435825100023,0.0005593368332483806,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.08927933466999897,0.165486654576682,0.6858048737347107,8.345520541297446e-08,0.09835352852533921,0.04166666666666663
constant,diverse,direct,fno_physics,17,diverse_test_0002,205.77449124508615,12721.0,300.0,8.73435825100023,0.0005593368332483806,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.1651188631314026,0.19833496048155766,0.6748972229229643,8.86552058432244e-08,0.1493028179810588,0.04166666666666674
constant,diverse,direct,fno_physics,17,diverse_test_0003,356.31307787809095,12721.0,300.0,8.73435825100023,0.0005593368332483806,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.2336585808583191,0.26638875209511265,0.8368846020185772,7.986636774148792e-08,0.1366145933526161,0.0
constant,diverse,direct,fno_physics,17,diverse_test_0004,364.9641357923895,12721.0,300.0,8.73435825100023,0.0005593368332483806,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.5073863954537423,0.5550891057027172,1.0046021856634835,8.066694334729618e-08,0.23140223501025498,0.04166666666666663
constant,diverse,direct,fno_physics,17,diverse_test_0005,326.11288015095056,12721.0,300.0,8.73435825100023,0.0005593368332483806,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.23849426154671635,0.28487519099368025,0.8298519886044768,8.57161026601716e-08,0.14029949511906714,0.05892556509887899
constant,ood_shape,direct,fno_physics,17,ood_shape_0000,322.0476102060863,12721.0,300.0,8.73435825100023,0.0005957866669632494,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.2186097989095699,0.2929188682380078,0.926236711034413,8.16346599208373e-08,0.1887550739046383,0.08333333333333337
constant,ood_shape,direct,fno_physics,17,ood_shape_0001,236.44026808360903,12721.0,300.0,8.73435825100023,0.0005957866669632494,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,1.0303034610472264,0.8910151654040996,1.183810877536537,1.0903012537255563e-07,0.43215090866838696,0.15023130314433292
constant,ood_shape,direct,fno_physics,17,ood_shape_0002,180.95100059158364,12721.0,300.0,8.73435825100023,0.0005957866669632494,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.42012044774508084,0.47464970073434337,1.0150417688704043,9.017288249424382e-08,0.35827135864441834,0.04166666666666674
constant,ood_shape,direct,fno_physics,17,ood_shape_0003,208.6074759394159,12721.0,300.0,8.73435825100023,0.0005957866669632494,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.5751867078945517,0.5489668161070526,0.9482696497478382,8.425323017036135e-08,0.3078603551438768,0.0931694990624912
constant,ood_shape,direct,fno_physics,17,ood_shape_0004,374.64532673286527,12721.0,300.0,8.73435825100023,0.0005957866669632494,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.7445580306957682,0.779134951015012,1.1696821414607843,8.972989462563419e-08,0.28352007749151503,0.04166666666666663
constant,ood_shape,direct,fno_physics,17,ood_shape_0005,145.49153445980784,12721.0,300.0,8.73435825100023,0.0005957866669632494,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.17871638843268997,0.3446640085033771,0.8924537996647228,1.0156475127587328e-07,0.32780616456092637,0.05892556509887899
constant,ood_re,direct,fno_physics,17,ood_re_0000,566.4474875225259,12721.0,300.0,8.73435825100023,0.000578130166104529,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.19089844818728557,0.2699842510973275,0.9415270399227434,8.529617900876474e-08,0.1972956388945507,0.058925565098878904
constant,ood_re,direct,fno_physics,17,ood_re_0001,490.14181715065223,12721.0,300.0,8.73435825100023,0.000578130166104529,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.12118116409425053,0.2100688416015504,0.8787198989254758,7.975662441594977e-08,0.14544983693337574,0.04166666666666663
constant,ood_re,direct,fno_physics,17,ood_re_0002,533.202596381457,12721.0,300.0,8.73435825100023,0.000578130166104529,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.23563141994244224,0.2879353225221572,0.936996498921589,7.161587944892744e-08,0.14045091246259434,0.04166666666666663
constant,ood_re,direct,fno_physics,17,ood_re_0003,592.5167238454294,12721.0,300.0,8.73435825100023,0.000578130166104529,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.6160168743909689,0.6183953668136292,1.12238811761778,8.300094833657568e-08,0.1723707838561095,0.11785113019775789
constant,ood_re,direct,fno_physics,17,ood_re_0004,489.1490754145391,12721.0,300.0,8.73435825100023,0.000578130166104529,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.2444015461978277,0.29951821804928025,0.9644011528702344,7.948148805780875e-08,0.1543836743718892,0.04166666666666663
constant,ood_re,direct,fno_physics,17,ood_re_0005,561.89866888648,12721.0,300.0,8.73435825100023,0.000578130166104529,73deea41ec54a0e17da4510ff3991ee74a51104662cea43f584d5f848561ca6a,0.15871850673660456,0.26399260333376656,0.9502837862442451,6.942060082337775e-08,0.16506564974870014,0.058925565098878904
constant,constant,direct,coordinate_mlp,27,constant_test_0000,378.39963682209583,3457.0,300.0,2.880107800003316,0.00012997850111181228,9410e234c95df05f958d237453f36c569bcab2e630535a869c6e21ab3e76797d,0.1952835197425592,0.4051444655618039,0.8096815972299282,7.56747908781108e-08,0.5108980268070666,0.0931694990624913
