family,mode,model,seed,epoch,train,validation
constant,direct,coordinate_mlp,7,133,0.016946420073509216,0.016095370054244995
constant,direct,coordinate_mlp,7,134,0.01693970337510109,0.016094237565994263
constant,direct,coordinate_mlp,7,135,0.01693260669708252,0.016100099310278893
constant,direct,coordinate_mlp,7,136,0.016925400123000145,0.016096189618110657
constant,direct,coordinate_mlp,7,137,0.016918066889047623,0.016080699861049652
constant,direct,coordinate_mlp,7,138,0.0169103741645813,0.01606936566531658
constant,direct,coordinate_mlp,7,139,0.01690274477005005,0.016067849472165108
constant,direct,coordinate_mlp,7,140,0.016894713044166565,0.016064375638961792
constant,direct,coordinate_mlp,7,141,0.016886837780475616,0.016049444675445557
constant,direct,coordinate_mlp,7,142,0.016878653317689896,0.01603277213871479
constant,direct,coordinate_mlp,7,143,0.016870638355612755,0.016025017946958542
constant,direct,coordinate_mlp,7,144,0.01686246134340763,0.01602095365524292
constant,direct,coordinate_mlp,7,145,0.0168544240295887,0.016008969396352768
constant,direct,coordinate_mlp,7,146,0.016846362501382828,0.01599164493381977
constant,direct,coordinate_mlp,7,147,0.016838375478982925,0.015980321913957596
constant,direct,coordinate_mlp,7,148,0.016830451786518097,0.015975425019860268
constant,direct,coordinate_mlp,7,149,0.01682254858314991,0.015966778621077538
constant,direct,coordinate_mlp,7,150,0.016814742237329483,0.015951646491885185
constant,direct,coordinate_mlp,7,151,0.01680689863860607,0.01593916118144989
constant,direct,coordinate_mlp,7,152,0.016799144446849823,0.01593349687755108
constant,direct,coordinate_mlp,7,153,0.016791317611932755,0.015927407890558243
constant,direct,coordinate_mlp,7,154,0.016783542931079865,0.015915337949991226
constant,direct,coordinate_mlp,7,155,0.016775675117969513,0.01590321958065033
constant,direct,coordinate_mlp,7,156,0.016767818480730057,0.015896949917078018
constant,direct,coordinate_mlp,7,157,0.016759861260652542,0.015892302617430687
constant,direct,coordinate_mlp,7,158,0.016751889139413834,0.01588292047381401
constant,direct,coordinate_mlp,7,159,0.016743814572691917,0.015871809795498848
constant,direct,coordinate_mlp,7,160,0.016735700890421867,0.015865091234445572
constant,direct,coordinate_mlp,7,161,0.016727503389120102,0.01586092822253704
constant,direct,coordinate_mlp,7,162,0.016719255596399307,0.015853334218263626
constant,direct,coordinate_mlp,7,163,0.016710937023162842,0.015843220055103302
constant,direct,coordinate_mlp,7,164,0.01670256443321705,0.015836108475923538
constant,direct,coordinate_mlp,7,165,0.01669413596391678,0.015831727534532547
constant,direct,coordinate_mlp,7,166,0.01668565720319748,0.0158249344676733
constant,direct,coordinate_mlp,7,167,0.0166771337389946,0.01581541821360588
constant,direct,coordinate_mlp,7,168,0.01666855812072754,0.01580783724784851
constant,direct,coordinate_mlp,7,169,0.016659941524267197,0.01580275036394596
constant,direct,coordinate_mlp,7,170,0.016651272773742676,0.015795912593603134
constant,direct,coordinate_mlp,7,171,0.01664256490767002,0.015786482021212578
constant,direct,coordinate_mlp,7,172,0.01663380302488804,0.01577828824520111
constant,direct,coordinate_mlp,7,173,0.016624996438622475,0.015772206708788872
constant,direct,coordinate_mlp,7,174,0.016616135835647583,0.015764763578772545
constant,direct,coordinate_mlp,7,175,0.016607221215963364,0.01575501449406147
constant,direct,coordinate_mlp,7,176,0.01659824699163437,0.015746137127280235
constant,direct,coordinate_mlp,7,177,0.016589218750596046,0.015738992020487785
constant,direct,coordinate_mlp,7,178,0.01658012717962265,0.015730692073702812
constant,direct,coordinate_mlp,7,179,0.01657097414135933,0.015720468014478683
constant,direct,coordinate_mlp,7,180,0.016561754047870636,0.015710987150669098
constant,direct,coordinate_mlp,7,181,0.016552472487092018,0.015702899545431137
constant,direct,coordinate_mlp,7,182,0.016543123871088028,0.015693778172135353
constant,direct,coordinate_mlp,7,183,0.016533710062503815,0.015683140605688095
constant,direct,coordinate_mlp,7,184,0.01652422919869423,0.015673261135816574
constant,direct,coordinate_mlp,7,185,0.01651468127965927,0.01566447876393795
constant,direct,coordinate_mlp,7,186,0.01650506630539894,0.015654724091291428
constant,direct,coordinate_mlp,7,187,0.01649538055062294,0.015643861144781113
constant,direct,coordinate_mlp,7,188,0.016485627740621567,0.015633821487426758
constant,direct,coordinate_mlp,7,189,0.016475800424814224,0.015624580904841423
constant,direct,coordinate_mlp,7,190,0.01646590605378151,0.015614406205713749
constant,direct,coordinate_mlp,7,191,0.016455931589007378,0.01560351811349392
constant,direct,coordinate_mlp,7,192,0.016445890069007874,0.015593482181429863
constant,direct,coordinate_mlp,7,193,0.016435768455266953,0.015583939850330353
constant,direct,coordinate_mlp,7,194,0.016425568610429764,0.015573506243526936
constant,direct,coordinate_mlp,7,195,0.016415290534496307,0.015562709420919418
constant,direct,coordinate_mlp,7,196,0.016404934227466583,0.015552731230854988
constant,direct,coordinate_mlp,7,197,0.016394488513469696,0.015542931854724884
constant,direct,coordinate_mlp,7,198,0.01638396456837654,0.015532311052083969
constant,direct,coordinate_mlp,7,199,0.016373351216316223,0.015521623194217682
constant,direct,coordinate_mlp,7,200,0.016362646594643593,0.015511644072830677
constant,direct,coordinate_mlp,7,201,0.016351856291294098,0.015501528047025204
constant,direct,coordinate_mlp,7,202,0.01634097471833229,0.015490724705159664
constant,direct,coordinate_mlp,7,203,0.016330000013113022,0.01548008807003498
constant,direct,coordinate_mlp,7,204,0.01631893403828144,0.015469941310584545
constant,direct,coordinate_mlp,7,205,0.0163077712059021,0.015459421090781689
constant,direct,coordinate_mlp,7,206,0.01629650965332985,0.015448404476046562
constant,direct,coordinate_mlp,7,207,0.01628515124320984,0.015437688678503036
constant,direct,coordinate_mlp,7,208,0.01627369411289692,0.01542719267308712
constant,direct,coordinate_mlp,7,209,0.01626213826239109,0.015416184440255165
constant,direct,coordinate_mlp,7,210,0.016250474378466606,0.015404913574457169
constant,direct,coordinate_mlp,7,211,0.016238711774349213,0.015393964946269989
constant,direct,coordinate_mlp,7,212,0.016226839274168015,0.015382951125502586
constant,direct,coordinate_mlp,7,213,0.01621486246585846,0.01537142600864172
constant,direct,coordinate_mlp,7,214,0.01620277762413025,0.015359867364168167
constant,direct,coordinate_mlp,7,215,0.016190579161047935,0.015348536893725395
constant,direct,coordinate_mlp,7,216,0.016178272664546967,0.015336906537413597
constant,direct,coordinate_mlp,7,217,0.016165848821401596,0.015324902720749378
constant,direct,coordinate_mlp,7,218,0.016153311356902122,0.015313025563955307
constant,direct,coordinate_mlp,7,219,0.016140658408403397,0.01530117355287075
constant,direct,coordinate_mlp,7,220,0.01612788438796997,0.015288930386304855
constant,direct,coordinate_mlp,7,221,0.016114991158246994,0.015276525169610977
constant,direct,coordinate_mlp,7,222,0.016101974993944168,0.015264257788658142
constant,direct,coordinate_mlp,7,223,0.016088834032416344,0.015251820906996727
constant,direct,coordinate_mlp,7,224,0.01607557013630867,0.015239047817885876
constant,direct,coordinate_mlp,7,225,0.0160621777176857,0.01522628404200077
constant,direct,coordinate_mlp,7,226,0.016048654913902283,0.015213552862405777
constant,direct,coordinate_mlp,7,227,0.01603499799966812,0.015200532972812653
constant,direct,coordinate_mlp,7,228,0.016021212562918663,0.015187323093414307
constant,direct,coordinate_mlp,7,229,0.01600728929042816,0.015174190513789654
constant,direct,coordinate_mlp,7,230,0.015993228182196617,0.015160925686359406
constant,direct,coordinate_mlp,7,231,0.01597902923822403,0.015147373080253601
constant,direct,coordinate_mlp,7,232,0.01596469059586525,0.015133795328438282
constant,direct,coordinate_mlp,7,233,0.01595020852982998,0.015120208263397217
constant,direct,coordinate_mlp,7,234,0.01593557745218277,0.015106377191841602
constant,direct,coordinate_mlp,7,235,0.01592080108821392,0.015092374756932259
constant,direct,coordinate_mlp,7,236,0.015905875712633133,0.015078389085829258
constant,direct,coordinate_mlp,7,237,0.015890799462795258,0.015064254403114319
constant,direct,coordinate_mlp,7,238,0.015875570476055145,0.015049878507852554
constant,direct,coordinate_mlp,7,239,0.015860185027122498,0.015035446733236313
constant,direct,coordinate_mlp,7,240,0.015844643115997314,0.01502094604074955
constant,direct,coordinate_mlp,7,241,0.015828937292099,0.015006214380264282
constant,direct,coordinate_mlp,7,242,0.01581307128071785,0.014991328120231628
constant,direct,coordinate_mlp,7,243,0.015797041356563568,0.014976403675973415
constant,direct,coordinate_mlp,7,244,0.015780847519636154,0.01496128924190998
constant,direct,coordinate_mlp,7,245,0.01576448231935501,0.014945968054234982
constant,direct,coordinate_mlp,7,246,0.015747947618365288,0.014930563978850842
constant,direct,coordinate_mlp,7,247,0.015731237828731537,0.014915037900209427
constant,direct,coordinate_mlp,7,248,0.015714354813098907,0.01489927526563406
constant,direct,coordinate_mlp,7,249,0.0156972948461771,0.014883380383253098
constant,direct,coordinate_mlp,7,250,0.01568005606532097,0.014867391437292099
constant,direct,coordinate_mlp,7,251,0.015662632882595062,0.014851182699203491
constant,direct,coordinate_mlp,7,252,0.015645025297999382,0.014834797009825706
constant,direct,coordinate_mlp,7,253,0.01562723144888878,0.014818307012319565
constant,direct,coordinate_mlp,7,254,0.015609251335263252,0.01480163261294365
constant,direct,coordinate_mlp,7,255,0.015591076575219631,0.014784753322601318
constant,direct,coordinate_mlp,7,256,0.01557270810008049,0.01476774737238884
constant,direct,coordinate_mlp,7,257,0.015554144978523254,0.014750583097338676
constant,direct,coordinate_mlp,7,258,0.015535382553935051,0.014733205549418926
constant,direct,coordinate_mlp,7,259,0.015516416169703007,0.014715672470629215
constant,direct,coordinate_mlp,7,260,0.015497248619794846,0.014697992242872715
constant,direct,coordinate_mlp,7,261,0.015477875247597694,0.014680106192827225
constant,direct,coordinate_mlp,7,262,0.01545829139649868,0.014662038534879684
constant,direct,coordinate_mlp,7,263,0.015438498929142952,0.014643829315900803
constant,direct,coordinate_mlp,7,264,0.015418488532304764,0.014625417068600655
constant,direct,coordinate_mlp,7,265,0.015398263931274414,0.014606804586946964
constant,direct,coordinate_mlp,7,266,0.015377819538116455,0.014588043093681335
constant,direct,coordinate_mlp,7,267,0.015357151627540588,0.014569086022675037
constant,direct,coordinate_mlp,7,268,0.015336262062191963,0.014549916610121727
constant,direct,coordinate_mlp,7,269,0.015315142460167408,0.01453058049082756
constant,direct,coordinate_mlp,7,270,0.015293791890144348,0.014511057175695896
constant,direct,coordinate_mlp,7,271,0.015272208489477634,0.014491310343146324
constant,direct,coordinate_mlp,7,272,0.015250389464199543,0.014471378177404404
constant,direct,coordinate_mlp,7,273,0.01522833202034235,0.014451264403760433
constant,direct,coordinate_mlp,7,274,0.015206031501293182,0.014430919662117958
constant,direct,coordinate_mlp,7,275,0.01518348790705204,0.014410371892154217
constant,direct,coordinate_mlp,7,276,0.015160695649683475,0.014389634132385254
constant,direct,coordinate_mlp,7,277,0.01513765100389719,0.014368669129908085
constant,direct,coordinate_mlp,7,278,0.015114353969693184,0.014347483403980732
constant,direct,coordinate_mlp,7,279,0.015090798027813435,0.01432610023766756
constant,direct,coordinate_mlp,7,280,0.015066983178257942,0.014304484240710735
constant,direct,coordinate_mlp,7,281,0.01504290197044611,0.01428263820707798
constant,direct,coordinate_mlp,7,282,0.015018558129668236,0.014260581694543362
constant,direct,coordinate_mlp,7,283,0.014993940480053425,0.01423829235136509
constant,direct,coordinate_mlp,7,284,0.014969050884246826,0.014215758070349693
constant,direct,coordinate_mlp,7,285,0.014943884685635567,0.014193005859851837
constant,direct,coordinate_mlp,7,286,0.014918439090251923,0.01417001523077488
constant,direct,coordinate_mlp,7,287,0.014892710372805595,0.014146771281957626
constant,direct,coordinate_mlp,7,288,0.014866692945361137,0.014123296365141869
constant,direct,coordinate_mlp,7,289,0.014840386807918549,0.014099578373134136
constant,direct,coordinate_mlp,7,290,0.014813786372542381,0.014075599610805511
constant,direct,coordinate_mlp,7,291,0.014786887913942337,0.014051379635930061
constant,direct,coordinate_mlp,7,292,0.014759689569473267,0.014026905409991741
constant,direct,coordinate_mlp,7,293,0.014732185751199722,0.014002170413732529
constant,direct,coordinate_mlp,7,294,0.01470437552779913,0.013977177441120148
constant,direct,coordinate_mlp,7,295,0.014676251448690891,0.013951925560832024
constant,direct,coordinate_mlp,7,296,0.014647814445197582,0.013926397077739239
constant,direct,coordinate_mlp,7,297,0.01461905799806118,0.013900607824325562
constant,direct,coordinate_mlp,7,298,0.014589978381991386,0.01387454941868782
constant,direct,coordinate_mlp,7,299,0.014560574665665627,0.013848211616277695
constant,direct,coordinate_mlp,7,300,0.014530841261148453,0.013821594417095184
constant,direct,pod_deeponet,7,1,0.001471497816964984,0.002685469575226307
constant,direct,pod_deeponet,7,2,0.0007344739278778434,0.0023635830730199814
constant,direct,pod_deeponet,7,3,0.0006847757613286376,0.002359055681154132
constant,direct,pod_deeponet,7,4,0.0008731469279155135,0.002301435451954603
constant,direct,pod_deeponet,7,5,0.0008645476191304624,0.002200583228841424
constant,direct,pod_deeponet,7,6,0.0007352018728852272,0.002161474199965596
constant,direct,pod_deeponet,7,7,0.0006358618848025799,0.0021839975379407406
constant,direct,pod_deeponet,7,8,0.0005935996887274086,0.0022375171538442373
constant,direct,pod_deeponet,7,9,0.0005921025294810534,0.0023011737503111362
constant,direct,pod_deeponet,7,10,0.0006152706337161362,0.0023468327708542347
constant,direct,pod_deeponet,7,11,0.0006361543200910091,0.0023505885619670153
constant,direct,pod_deeponet,7,12,0.0006323775742202997,0.0023136259987950325
constant,direct,pod_deeponet,7,13,0.0006068735965527594,0.0022507337853312492
constant,direct,pod_deeponet,7,14,0.000575325742829591,0.002172266598790884
constant,direct,pod_deeponet,7,15,0.0005468383897095919,0.0020848813001066446
constant,direct,pod_deeponet,7,16,0.0005235524149611592,0.001998998923227191
constant,direct,pod_deeponet,7,17,0.0005084978765808046,0.0019259680993855
constant,direct,pod_deeponet,7,18,0.0005042866105213761,0.0018697063205763698
constant,direct,pod_deeponet,7,19,0.000506656477227807,0.0018262742087244987
constant,direct,pod_deeponet,7,20,0.0005062682321295142,0.0017914522904902697
constant,direct,pod_deeponet,7,21,0.000497778644785285,0.001764050219208002
constant,direct,pod_deeponet,7,22,0.0004828868550248444,0.001742100459523499
constant,direct,pod_deeponet,7,23,0.00046525837387889624,0.0017207942437380552
constant,direct,pod_deeponet,7,24,0.0004468702827580273,0.0016954734455794096
constant,direct,pod_deeponet,7,25,0.00042921036947518587,0.0016639928799122572
constant,direct,pod_deeponet,7,26,0.00041416753083467484,0.001625635428354144
constant,direct,pod_deeponet,7,27,0.00040223251562565565,0.0015803093556314707
constant,direct,pod_deeponet,7,28,0.00039172754622995853,0.0015297895297408104
constant,direct,pod_deeponet,7,29,0.000380819255951792,0.0014779173070564866
constant,direct,pod_deeponet,7,30,0.0003690661978907883,0.0014280473114922643
constant,direct,pod_deeponet,7,31,0.00035637279506772757,0.001380645320750773
constant,direct,pod_deeponet,7,32,0.00034180376678705215,0.0013340543955564499
constant,direct,pod_deeponet,7,33,0.00032471271697431803,0.001286793383769691
constant,direct,pod_deeponet,7,34,0.00030625821091234684,0.0012380999978631735
constant,direct,pod_deeponet,7,35,0.0002884990244638175,0.0011872283648699522
constant,direct,pod_deeponet,7,36,0.0002723094366956502,0.0011338626500219107
constant,direct,pod_deeponet,7,37,0.00025709887268021703,0.0010791139211505651
constant,direct,pod_deeponet,7,38,0.00024224305525422096,0.0010249384213238955
constant,direct,pod_deeponet,7,39,0.00022778156562708318,0.0009723792318254709
constant,direct,pod_deeponet,7,40,0.0002136978437192738,0.0009210907737724483
constant,direct,pod_deeponet,7,41,0.00019934502779506147,0.000870987365487963
constant,direct,pod_deeponet,7,42,0.00018422026187181473,0.000823509762994945
constant,direct,pod_deeponet,7,43,0.0001689719210844487,0.0007799312006682158
constant,direct,pod_deeponet,7,44,0.00015460059512406588,0.0007395052816718817
constant,direct,pod_deeponet,7,45,0.00014120030391495675,0.0007012175628915429
constant,direct,pod_deeponet,7,46,0.00012857529509346932,0.000665788073092699
constant,direct,pod_deeponet,7,47,0.00011688844097079709,0.0006342218839563429
constant,direct,pod_deeponet,7,48,0.0001064351963577792,0.0006050521042197943
constant,direct,pod_deeponet,7,49,9.712210157886147e-05,0.0005758976330980659
constant,direct,pod_deeponet,7,50,8.844080730341375e-05,0.0005480030085891485
constant,direct,pod_deeponet,7,51,8.032024197746068e-05,0.0005239505553618073
constant,direct,pod_deeponet,7,52,7.289976929314435e-05,0.0005020257667638361
constant,direct,pod_deeponet,7,53,6.631959695369005e-05,0.00047921817167662084
constant,direct,pod_deeponet,7,54,6.043701432645321e-05,0.0004587271832861006
constant,direct,pod_deeponet,7,55,5.5363627325277776e-05,0.00044399985927157104
constant,direct,pod_deeponet,7,56,5.1251230615889654e-05,0.0004310914082452655
constant,direct,pod_deeponet,7,57,4.8126854380825534e-05,0.00041806805529631674
constant,direct,pod_deeponet,7,58,4.572743273456581e-05,0.0004099190700799227
constant,direct,pod_deeponet,7,59,4.39039031334687e-05,0.0004051112337037921
constant,direct,pod_deeponet,7,60,4.269104829290882e-05,0.0003979097818955779
constant,direct,pod_deeponet,7,61,4.2028674215544015e-05,0.00039178377483040094
constant,direct,pod_deeponet,7,62,4.175024514552206e-05,0.0003881556913256645
constant,direct,pod_deeponet,7,63,4.168596933595836e-05,0.00038121151737868786
constant,direct,pod_deeponet,7,64,4.1805014916462824e-05,0.0003734686761163175
constant,direct,pod_deeponet,7,65,4.207333404337987e-05,0.00036833196645602584
constant,direct,pod_deeponet,7,66,4.236819950165227e-05,0.00036090839421376586
constant,direct,pod_deeponet,7,67,4.264402741682716e-05,0.0003526334185153246
constant,direct,pod_deeponet,7,68,4.291617369744927e-05,0.0003470423980616033
constant,direct,pod_deeponet,7,69,4.3133808503625914e-05,0.00034013704862445593
constant,direct,pod_deeponet,7,70,4.3214015022385865e-05,0.0003328282618895173
constant,direct,pod_deeponet,7,71,4.312967212172225e-05,0.00032839004416018724
constant,direct,pod_deeponet,7,72,4.291852383175865e-05,0.0003237580240238458
constant,direct,pod_deeponet,7,73,4.261406138539314e-05,0.00031935490551404655
constant,direct,pod_deeponet,7,74,4.22148295911029e-05,0.0003175061719957739
constant,direct,pod_deeponet,7,75,4.174953210167587e-05,0.0003154733858536929
