step,phase,train,validation_velocity_rel_l2
1,Adam,0.0009274081955976337,0.1620345577553417
21,Adam,9.598273223314528e-05,0.05880385504129974
41,Adam,5.229573285151747e-05,0.04810206719458877
61,Adam,4.0298440373351947e-05,0.04208813958794895
81,Adam,3.604739193832992e-05,0.04066903056568802
101,Adam,3.284498776208012e-05,0.03983952474667836
121,Adam,2.965375281496081e-05,0.038946543707495826
141,Adam,2.640169039595205e-05,0.03798829970421543
161,Adam,2.3097558435381893e-05,0.036868485481778915
181,Adam,1.9816948567609458e-05,0.03557980829155255
201,Adam,1.6638058011317483e-05,0.034088774581959684
221,Adam,1.3631953807425601e-05,0.03245758631936084
241,Adam,1.0895825402852019e-05,0.030818261182005847
261,Adam,8.603169622726554e-06,0.0292559394011831
281,Adam,6.889230557707604e-06,0.027804216388576473
301,Adam,5.705626789636221e-06,0.026517778837973342
321,Adam,4.891753982442968e-06,0.025447241228644474
341,Adam,4.303301925907476e-06,0.024579457847928875
361,Adam,3.847564640095596e-06,0.02387313558562113
381,Adam,3.4729348093422506e-06,0.023292310705041154
401,Adam,3.1526661381616885e-06,0.022810983507241755
421,Adam,2.8729787264910364e-06,0.022409281183986465
441,Adam,2.6263764935226533e-06,0.02207144056141041
461,Adam,2.4082989719820856e-06,0.02178503823863423
481,Adam,2.21551388552171e-06,0.021540191012697923
501,Adam,2.0453817209193625e-06,0.021328839119231988
521,Adam,1.8955456069640408e-06,0.021144310720176536
541,Adam,1.7638129347505191e-06,0.020981083831487675
561,Adam,1.6481159183045965e-06,0.020834651615884478
581,Adam,1.5465049347196574e-06,0.02070142218399059
601,Adam,1.4571579333393387e-06,0.020578611483048955
621,Adam,1.378397691590904e-06,0.020464116977251912
641,Adam,1.3087097441672188e-06,0.020356382128582914
661,Adam,1.246754835741384e-06,0.02025426888933274
681,Adam,1.1913724072083008e-06,0.020156950362707156
701,Adam,1.1415747420788722e-06,0.02006382728032375
721,Adam,1.096533643127634e-06,0.019974465804991882
741,Adam,1.055562450442858e-06,0.019888551778683254
761,Adam,1.0180961310519726e-06,0.01980585678418616
781,Adam,9.83671558581086e-07,0.019726212669499144
801,Adam,9.519093543323349e-07,0.019649492424110508
821,Adam,9.224980011077034e-07,0.019575596087906252
841,Adam,8.951804527300999e-07,0.019504440740762605
861,Adam,8.697431496883611e-07,0.01943595374804416
881,Adam,8.460071825301216e-07,0.019370068491342672
901,Adam,8.23821277624497e-07,0.019306721883885512
921,Adam,8.030562763983543e-07,0.01924585307733119
941,Adam,7.836008096355081e-07,0.019187402896959672
961,Adam,7.653579129478195e-07,0.019131313672865996
981,Adam,7.482423761170249e-07,0.019077529248402603
1001,Adam,7.321786615060541e-07,0.0190259950355842
1021,Adam,7.170992627081419e-07,0.018976658049744476
1041,Adam,7.029434037042349e-07,0.01892946689606287
1061,Adam,6.896560017070331e-07,0.018884371703981023
1081,Adam,6.771868346147321e-07,0.018841324017249757
1101,Adam,6.654898676270078e-07,0.018800276651724703
1121,Adam,6.545227040080115e-07,0.018761183533252603
1141,Adam,6.442461329625811e-07,0.01872399952619302
1161,Adam,6.346237537058615e-07,0.018688680260607327
1181,Adam,6.256216594996542e-07,0.018655181963633825
1201,Adam,6.172081690397597e-07,0.018623461298394286
1221,Adam,6.093535953634714e-07,0.018593475212057224
1241,Adam,6.020300445992089e-07,0.0185651807934102
1261,Adam,5.952112385480997e-07,0.018538535139412067
1281,Adam,5.888723563823486e-07,0.018513495229629078
1301,Adam,5.829898917527782e-07,0.018490017807135134
1321,Adam,5.775415223839365e-07,0.018468059264314527
1341,Adam,5.725059898497933e-07,0.018447575531994116
1361,Adam,5.678629877055467e-07,0.0184285219704148
1381,Adam,5.635930565315207e-07,0.018410853260699203
1401,Adam,5.596774847471407e-07,0.018394523295663188
1421,Adam,5.560982142948918e-07,0.018379485069039136
1441,Adam,5.528377504904276e-07,0.018365690562416208
1461,Adam,5.498790754968435e-07,0.018353090629451806
1481,Adam,5.472055650176203e-07,0.018341634877162998
1501,Adam,5.448009079207382e-07,0.018331271544364654
1521,Adam,5.426490286117022e-07,0.018321947377579854
1541,Adam,5.407340120699003e-07,0.018313607505007913
1561,Adam,5.390400315544257e-07,0.01830619530939485
1581,Adam,5.375512790747578e-07,0.018299652300908936
1601,Adam,5.362518988105376e-07,0.018293917991379846
1621,Adam,5.351259237545118e-07,0.018288929771507756
1641,Adam,5.341572159443808e-07,0.01828462279288557
1661,Adam,5.333294107432083e-07,0.01828092985689224
1681,Adam,5.326258657239566e-07,0.018277781312699963
1701,Adam,5.320296148111243e-07,0.01827510496678092
1721,Adam,5.315233284299546e-07,0.01827282600639627
1741,Adam,5.310892805095689e-07,0.018270866939607222
1761,Adam,5.307093232780943e-07,0.018269147554389548
1781,Adam,5.303648708721562e-07,0.018267584899499673
1800,Adam,5.300531993113178e-07,0.01826616753666319
1810,LBFGS,5.300531993113178e-07,0.01826616753666319
1820,LBFGS,5.300531993113178e-07,0.01826616753666319
1830,LBFGS,5.300531993113178e-07,0.01826616753666319
1840,LBFGS,5.300531993113178e-07,0.01826616753666319
1850,LBFGS,5.300531993113178e-07,0.01826616753666319
1860,LBFGS,5.300531993113178e-07,0.01826616753666319
1870,LBFGS,5.300531993113178e-07,0.01826616753666319
1880,LBFGS,5.300531993113178e-07,0.01826616753666319
1890,LBFGS,5.300531993113178e-07,0.01826616753666319
1900,LBFGS,5.300531993113178e-07,0.01826616753666319
1910,LBFGS,5.300531993113178e-07,0.01826616753666319
1920,LBFGS,5.300531993113178e-07,0.01826616753666319
1930,LBFGS,5.300531993113178e-07,0.01826616753666319
1940,LBFGS,5.300531993113178e-07,0.01826616753666319
1950,LBFGS,5.300531993113178e-07,0.01826616753666319
1960,LBFGS,5.300531993113178e-07,0.01826616753666319
1970,LBFGS,5.300531993113178e-07,0.01826616753666319
1980,LBFGS,5.300531993113178e-07,0.01826616753666319
1990,LBFGS,5.300531993113178e-07,0.01826616753666319
2000,LBFGS,5.300531993113178e-07,0.01826616753666319
2010,LBFGS,5.300531993113178e-07,0.01826616753666319
2020,LBFGS,5.300531993113178e-07,0.01826616753666319
2030,LBFGS,5.300531993113178e-07,0.01826616753666319
2040,LBFGS,5.300531993113178e-07,0.01826616753666319
2050,LBFGS,5.300531993113178e-07,0.01826616753666319
