step,phase,train,validation_velocity_rel_l2
1,Adam,0.0010066364641674727,0.16689006139664656
21,Adam,8.621903322380945e-05,0.05486039209973146
41,Adam,5.0384282649405906e-05,0.047142948817878394
61,Adam,4.061147321336047e-05,0.04174892258805991
81,Adam,3.7063455016047146e-05,0.04104942152232857
101,Adam,3.444344453279713e-05,0.03990187905874666
121,Adam,3.182157093213557e-05,0.03895705131952078
141,Adam,2.9019317086025257e-05,0.037988829012588016
161,Adam,2.596113381068032e-05,0.03681578596922911
181,Adam,2.266219360892429e-05,0.035464139181331136
201,Adam,1.928356420697725e-05,0.03399694719653192
221,Adam,1.6066785714693223e-05,0.032461735224585515
241,Adam,1.3206251834160227e-05,0.03096637843890284
261,Adam,1.0811645540735669e-05,0.029637543627156593
281,Adam,8.901398824899065e-06,0.028504729508412433
301,Adam,7.420609906116035e-06,0.02754497417243941
321,Adam,6.29134976783653e-06,0.02671795578525258
341,Adam,5.433240337540461e-06,0.02599637516283973
361,Adam,4.773920808800018e-06,0.025373324613975037
381,Adam,4.255055287335925e-06,0.02484350594796708
401,Adam,3.834134579341807e-06,0.02439457498824279
421,Adam,3.4824483881533524e-06,0.024011980937507765
441,Adam,3.1815627220351915e-06,0.02368366742397226
461,Adam,2.919984918481015e-06,0.023400596827379064
481,Adam,2.6905300795869263e-06,0.02315571284343803
501,Adam,2.488473044453234e-06,0.022943111815839447
521,Adam,2.3103939240273485e-06,0.02275769221670535
541,Adam,2.1535353370944564e-06,0.02259505946331672
561,Adam,2.0154852726016915e-06,0.022451476184042578
581,Adam,1.8940426911996422e-06,0.02232378804974378
601,Adam,1.787174101626322e-06,0.02220933676601758
621,Adam,1.693009134876176e-06,0.022105883163089
641,Adam,1.6098482661227753e-06,0.022011549406575414
661,Adam,1.5361699937751195e-06,0.02192477645286607
681,Adam,1.4706324213243896e-06,0.021844288583477846
701,Adam,1.412068231166436e-06,0.021769058939266384
721,Adam,1.3594740324728654e-06,0.021698273982575254
741,Adam,1.311995831043488e-06,0.021631297774024442
761,Adam,1.268912429066245e-06,0.021567638072515966
781,Adam,1.2296182749889085e-06,0.02150691604266019
801,Adam,1.1936068775221716e-06,0.021448840562568485
821,Adam,1.1604554998553656e-06,0.021393187328239825
841,Adam,1.1298115178938153e-06,0.02133978239611469
861,Adam,1.1013805770890173e-06,0.02128848952261064
881,Adam,1.0749165129676287e-06,0.021239200582065763
901,Adam,1.0502128980452435e-06,0.021191828388902847
921,Adam,1.027096026509443e-06,0.021146301349748757
941,Adam,1.0054191323414183e-06,0.021102559484850323
961,Adam,9.850576432108946e-07,0.021060551463524625
981,Adam,9.659052914059255e-07,0.021020232386752498
1001,Adam,9.478709271859351e-07,0.020981562119830766
1021,Adam,9.308759047985525e-07,0.020944504031099515
1041,Adam,9.148519344614774e-07,0.020909024032162615
1061,Adam,8.997393137095996e-07,0.020875089843766317
1081,Adam,8.85485468320175e-07,0.020842670432219084
1101,Adam,8.720437467069058e-07,0.02081173557602847
1121,Adam,8.593724225981628e-07,0.02078225553291732
1141,Adam,8.474338694429467e-07,0.02075420078477891
1161,Adam,8.361938767695951e-07,0.020727541843347796
1181,Adam,8.256210840554963e-07,0.02070224910306546
1201,Adam,8.156865118847934e-07,0.020678292730290357
1221,Adam,8.0636317354193e-07,0.020655642579982456
1241,Adam,7.976257529189196e-07,0.020634268132520145
1261,Adam,7.894503368587817e-07,0.020614138444538306
1281,Adam,7.818141919311806e-07,0.020595222108713514
1301,Adam,7.746955772212752e-07,0.02057748721832362
1321,Adam,7.68073586067455e-07,0.020560901333210667
1341,Adam,7.61928010849523e-07,0.02054543144449483
1361,Adam,7.562392259355002e-07,0.020531043936029333
1381,Adam,7.509880847647114e-07,0.020517704541156756
1401,Adam,7.461558277942553e-07,0.02050537829382576
1421,Adam,7.417239986798075e-07,0.020494029473556132
1441,Adam,7.376743666126955e-07,0.020483621544103936
1461,Adam,7.339888532048167e-07,0.020474117085980306
1481,Adam,7.306494627122916e-07,0.02046547772322745
1501,Adam,7.276382147277709e-07,0.0204576640450582
1521,Adam,7.249370787595555e-07,0.020450635523133455
1541,Adam,7.225279103617098e-07,0.020444350425391822
1561,Adam,7.203923886908397e-07,0.020438765727466064
1581,Adam,7.185119555489127e-07,0.020433837022830734
1601,Adam,7.168677561331671e-07,0.020429518432927868
1621,Adam,7.154405818586942e-07,0.020425762518618103
1641,Adam,7.142108157503389e-07,0.020422520194404874
1661,Adam,7.131583810214073e-07,0.020419740646978955
1681,Adam,7.122626935691031e-07,0.02041737125973314
1701,Adam,7.115026192222586e-07,0.020415357545003256
1721,Adam,7.108564366760065e-07,0.020413643085926858
1741,Adam,7.103018071407033e-07,0.020412169490013767
1761,Adam,7.09815751817521e-07,0.020410876356876183
1781,Adam,7.0937463838913e-07,0.020409701263156728
1800,Adam,7.089750926893745e-07,0.02040863558776334
1810,LBFGS,7.089750926893745e-07,0.02040863558776334
1820,LBFGS,7.089750926893745e-07,0.02040863558776334
1830,LBFGS,7.089750926893745e-07,0.02040863558776334
1840,LBFGS,7.089750926893745e-07,0.02040863558776334
1850,LBFGS,7.089750926893745e-07,0.02040863558776334
1860,LBFGS,7.089750926893745e-07,0.02040863558776334
1870,LBFGS,7.089750926893745e-07,0.02040863558776334
1880,LBFGS,7.089750926893745e-07,0.02040863558776334
1890,LBFGS,7.089750926893745e-07,0.02040863558776334
1900,LBFGS,7.089750926893745e-07,0.02040863558776334
1910,LBFGS,7.089750926893745e-07,0.02040863558776334
1920,LBFGS,7.089750926893745e-07,0.02040863558776334
1930,LBFGS,7.089750926893745e-07,0.02040863558776334
1940,LBFGS,7.089750926893745e-07,0.02040863558776334
1950,LBFGS,7.089750926893745e-07,0.02040863558776334
1960,LBFGS,7.089750926893745e-07,0.02040863558776334
1970,LBFGS,7.089750926893745e-07,0.02040863558776334
1980,LBFGS,7.089750926893745e-07,0.02040863558776334
1990,LBFGS,7.089750926893745e-07,0.02040863558776334
2000,LBFGS,7.089750926893745e-07,0.02040863558776334
2010,LBFGS,7.089750926893745e-07,0.02040863558776334
2020,LBFGS,7.089750926893745e-07,0.02040863558776334
2030,LBFGS,7.089750926893745e-07,0.02040863558776334
2040,LBFGS,7.089750926893745e-07,0.02040863558776334
2050,LBFGS,7.089750926893745e-07,0.02040863558776334
