step,phase,train,validation_velocity_rel_l2
1161,Adam,1.525108316823276e-07,0.0013545408782946208
1181,Adam,1.5040478594785868e-07,0.0013427642690496038
1201,Adam,1.4844659944606632e-07,0.0013316829201523617
1221,Adam,1.46627317856696e-07,0.0013212726216500939
1241,Adam,1.4493866302971645e-07,0.0013115095289915348
1261,Adam,1.433729650993397e-07,0.0013023701786256056
1281,Adam,1.4192310136506102e-07,0.0012938314959708302
1301,Adam,1.4058244099225687e-07,0.001285870795463316
1321,Adam,1.3934479474019195e-07,0.0012784657727382474
1341,Adam,1.382043690470111e-07,0.001271594489209561
1361,Adam,1.371557238988816e-07,0.0012652353494299862
1381,Adam,1.361937339907171e-07,0.0012593670716738157
1401,Adam,1.3531355275360935e-07,0.0012539686522146782
1421,Adam,1.3451057888262176e-07,0.0012490193237862514
1441,Adam,1.337804250502664e-07,0.0012444985087278707
1461,Adam,1.3311888853755708e-07,0.0012403857673366687
1481,Adam,1.3252192355717082e-07,0.0012366607419774089
1501,Adam,1.3198561508293578e-07,0.0012333030975423512
1521,Adam,1.315061540372983e-07,0.0012302924589086286
1541,Adam,1.3107981372420945e-07,0.0012276083461085997
1561,Adam,1.3070292742947297e-07,0.0012252301080112413
1581,Adam,1.3037186714440955e-07,0.001223136855406909
1601,Adam,1.30083023402027e-07,0.0012213073944949485
1621,Adam,1.29832786247935e-07,0.001219720161886739
1641,Adam,1.2961752740110972e-07,0.0012183531623522796
1661,Adam,1.2943358369235066e-07,0.0012171839106411481
1681,Adam,1.2927724190063878e-07,0.0012161893787827525
1701,Adam,1.2914472513945767e-07,0.0012153459502881514
1721,Adam,1.2903218097597053e-07,0.0012146293826042365
1741,Adam,1.2893567149515617e-07,0.0012140147789795525
1761,Adam,1.2885116554795465e-07,0.001213476570570631
1781,Adam,1.2877453344604375e-07,0.001212988509159284
1800,Adam,1.2870517378127175e-07,0.0012125467839518606
1810,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1820,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1830,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1840,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1850,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1860,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1870,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1880,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1890,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1900,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1910,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1920,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1930,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1940,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1950,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1960,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1970,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1980,LBFGS,1.2870517378127175e-07,0.0012125467839518606
1990,LBFGS,1.2870517378127175e-07,0.0012125467839518606
2000,LBFGS,1.2870517378127175e-07,0.0012125467839518606
2010,LBFGS,1.2870517378127175e-07,0.0012125467839518606
2020,LBFGS,1.2870517378127175e-07,0.0012125467839518606
2030,LBFGS,1.2870517378127175e-07,0.0012125467839518606
2040,LBFGS,1.2870517378127175e-07,0.0012125467839518606
2050,LBFGS,1.2870517378127175e-07,0.0012125467839518606
