step,phase,train,validation_velocity_rel_l2
1181,Adam,1.5427818738766963e-07,0.0013891098094490207
1201,Adam,1.5231049217892142e-07,0.0013762661049608032
1221,Adam,1.504638927278646e-07,0.001364052027534408
1241,Adam,1.4873434301611418e-07,0.0013524854247929743
1261,Adam,1.4711771909911659e-07,0.0013415738760349555
1281,Adam,1.4560982879807024e-07,0.0013313165315770826
1301,Adam,1.4420644212796794e-07,0.0013217060099888376
1321,Adam,1.4290332550504327e-07,0.0013127300964305387
1341,Adam,1.4169627125016613e-07,0.0013043731294219924
1361,Adam,1.40581119233367e-07,0.0012966170591658058
1381,Adam,1.3955377037984787e-07,0.0012894422121562277
1401,Adam,1.3861019304029974e-07,0.0012828278169892474
1421,Adam,1.3774642361666041e-07,0.0012767523479661745
1441,Adam,1.369585627911913e-07,0.0012711937358896427
1461,Adam,1.362427684978327e-07,0.001266129485365806
1481,Adam,1.3559524653456343e-07,0.001261536728085953
1501,Adam,1.3501223950192341e-07,0.0012573922332881262
1521,Adam,1.3449001458426298e-07,0.0012536723902156909
1541,Adam,1.3402485056692852e-07,0.001250353172745195
1561,Adam,1.3361302439771948e-07,0.0012474100931312104
1581,Adam,1.3325079754640913e-07,0.0012448181496708098
1601,Adam,1.329344023841985e-07,0.001242551771729152
1621,Adam,1.3266002878946871e-07,0.0012405847647517384
1641,Adam,1.3242381118215382e-07,0.0012388902574373534
1661,Adam,1.322218161927964e-07,0.001237440653017303
1681,Adam,1.3205003118102643e-07,0.0012362075864698376
1701,Adam,1.3190435382980668e-07,0.0012351618893927797
1721,Adam,1.317805830546467e-07,0.0012342735640678395
1741,Adam,1.3167441147994861e-07,0.0012335117678860439
1761,Adam,1.315814197467143e-07,0.0012328448086982558
1781,Adam,1.314970729261591e-07,0.0012322401507658173
1800,Adam,1.314207152942855e-07,0.0012316930528559944
1810,LBFGS,1.314207152942855e-07,0.0012316930528559944
1820,LBFGS,1.314207152942855e-07,0.0012316930528559944
1830,LBFGS,1.314207152942855e-07,0.0012316930528559944
1840,LBFGS,1.314207152942855e-07,0.0012316930528559944
1850,LBFGS,1.314207152942855e-07,0.0012316930528559944
1860,LBFGS,1.314207152942855e-07,0.0012316930528559944
1870,LBFGS,1.314207152942855e-07,0.0012316930528559944
1880,LBFGS,1.314207152942855e-07,0.0012316930528559944
1890,LBFGS,1.314207152942855e-07,0.0012316930528559944
1900,LBFGS,1.314207152942855e-07,0.0012316930528559944
1910,LBFGS,1.314207152942855e-07,0.0012316930528559944
1920,LBFGS,1.314207152942855e-07,0.0012316930528559944
1930,LBFGS,1.314207152942855e-07,0.0012316930528559944
1940,LBFGS,1.314207152942855e-07,0.0012316930528559944
1950,LBFGS,1.314207152942855e-07,0.0012316930528559944
1960,LBFGS,1.314207152942855e-07,0.0012316930528559944
1970,LBFGS,1.314207152942855e-07,0.0012316930528559944
1980,LBFGS,1.314207152942855e-07,0.0012316930528559944
1990,LBFGS,1.314207152942855e-07,0.0012316930528559944
2000,LBFGS,1.314207152942855e-07,0.0012316930528559944
2010,LBFGS,1.314207152942855e-07,0.0012316930528559944
2020,LBFGS,1.314207152942855e-07,0.0012316930528559944
2030,LBFGS,1.314207152942855e-07,0.0012316930528559944
2040,LBFGS,1.314207152942855e-07,0.0012316930528559944
2050,LBFGS,1.314207152942855e-07,0.0012316930528559944
