name,a,b,predicted_peak_cp,actual_peak_cp,predicted_cd,actual_cd,peak_reduction,constraint_pass
optimized,0.3249532654588658,0.12237788693256269,0.02610175294229222,0.02578885393755039,0.0013184672443002745,0.0012493162507033586,0.21539112396536186,True
alternative_1,0.3196002566307667,0.2404717370882234,0.027836165196959365,0.026967085415742827,0.0013298142322251078,0.001355359874070602,0.17954420816011418,False
alternative_2,0.28647752677354127,0.02165199221010422,0.027868139811266665,0.027760124262633218,0.0013373609377148815,0.001329638769509478,0.1554165241685247,True
