Re,nodes_per_diameter,delta_x_over_D,nx,ny,tau,Mach,blockage,observation_time_D_over_U,statistics_start_D_over_U,density_drift,Cd_mean,Cd_tail_half_change_percent,Cl_rms,St,St_valid,St_cycles,lift_relative_rms_change,Lr_over_D,elapsed_seconds,evidence_source,statistical_convergence_pass,reference_Cd_mean_pass,reference_St_pass,reference_Lr_over_D_pass
100,12,0.08333333333333333,240,96,0.518,0.08660254037844388,0.125,100,45,0.000625908374786377,1.5722003064708832,1.0944412877740521,0.24706783106578367,0.18150423086797696,True,9.979707627224267,0.11560536254144539,1.4222236351810966,214.1945015460005,byte-verified retained grid-study run,True,False,False,True
100,18,0.05555555555555555,360,144,0.527,0.08660254037844388,0.125,100,45,0.0005615949630737305,1.5552409037934112,0.9851629891204816,0.2557509525484222,0.18187586332238895,True,10.000141218342687,0.10391314068121739,1.4177007871794818,710.2880171040015,byte-verified retained grid-study run,True,False,False,True
100,27,0.037037037037037035,540,216,0.5405,0.08660254037844388,0.125,100,45,0.0004519224166870117,1.522622496061201,0.9005814322875099,0.24333550036116294,0.18281219826939257,True,10.051624034845435,0.09493182187353455,1.4372608075746587,2523.612555918997,byte-verified retained grid-study run,True,False,False,True
