family,seed,model,epoch,train,validation
constant,7,coordinate_mlp,94,0.01749172806739807,0.016418367624282837
constant,7,coordinate_mlp,95,0.017485547810792923,0.01642662286758423
constant,7,coordinate_mlp,96,0.017476506531238556,0.01644405722618103
constant,7,coordinate_mlp,97,0.01746845245361328,0.016465526074171066
constant,7,coordinate_mlp,98,0.017463205382227898,0.016482481732964516
constant,7,coordinate_mlp,99,0.017459169030189514,0.01648740842938423
constant,7,coordinate_mlp,100,0.017453568056225777,0.01647837832570076
constant,7,coordinate_mlp,101,0.017445553094148636,0.016459835693240166
constant,7,coordinate_mlp,102,0.017436809837818146,0.01643933355808258
constant,7,coordinate_mlp,103,0.017429545521736145,0.01642332226037979
constant,7,coordinate_mlp,104,0.017424196004867554,0.016415128484368324
constant,7,coordinate_mlp,105,0.01741933263838291,0.016415519639849663
constant,7,coordinate_mlp,106,0.017413493245840073,0.01642383262515068
constant,7,coordinate_mlp,107,0.017406757920980453,0.016437994316220284
constant,7,coordinate_mlp,108,0.017400402575731277,0.016454065218567848
constant,7,coordinate_mlp,109,0.01739535480737686,0.016466792672872543
constant,7,coordinate_mlp,110,0.017391227185726166,0.01647176221013069
constant,7,coordinate_mlp,111,0.017386924475431442,0.01646767556667328
constant,7,coordinate_mlp,112,0.017381910234689713,0.016456887125968933
constant,7,coordinate_mlp,113,0.01737666130065918,0.016443800181150436
constant,7,coordinate_mlp,114,0.017371932044625282,0.01643259823322296
constant,7,coordinate_mlp,115,0.01736782118678093,0.01642581634223461
constant,7,coordinate_mlp,116,0.017363741993904114,0.016424234956502914
constant,7,coordinate_mlp,117,0.017359154298901558,0.016427164897322655
constant,7,coordinate_mlp,118,0.017354145646095276,0.01643267646431923
constant,7,coordinate_mlp,119,0.017349205911159515,0.01643781177699566
constant,7,coordinate_mlp,120,0.017344586551189423,0.016439475119113922
constant,7,pod_deeponet,1,0.0008367233676835895,0.002194352447986603
constant,7,pod_deeponet,2,0.000666219973936677,0.002158371964469552
constant,7,pod_deeponet,3,0.0006075480487197638,0.00214768317528069
constant,7,pod_deeponet,4,0.0005920371040701866,0.0021221416536718607
constant,7,pod_deeponet,5,0.0005857881624251604,0.002047566929832101
constant,7,pod_deeponet,6,0.0005545456660911441,0.0019518696935847402
constant,7,pod_deeponet,7,0.0005150553770363331,0.0018522291211411357
constant,7,pod_deeponet,8,0.0004774077679030597,0.001749793766066432
constant,7,pod_deeponet,9,0.00044023978989571333,0.001650943304412067
constant,7,pod_deeponet,10,0.00040788669139146805,0.0015637176111340523
constant,7,pod_deeponet,11,0.0003857400733977556,0.0014864969998598099
constant,7,pod_deeponet,12,0.0003697551437653601,0.001410734374076128
constant,7,pod_deeponet,13,0.00035046617267653346,0.001331983134150505
constant,7,pod_deeponet,14,0.00032488585566170514,0.0012505511986091733
constant,7,pod_deeponet,15,0.00029685997287742794,0.0011659199371933937
constant,7,pod_deeponet,16,0.00026986998273059726,0.0010763077298179269
constant,7,pod_deeponet,17,0.0002443550038151443,0.000983176869340241
constant,7,pod_deeponet,18,0.00022043028729967773,0.0008925673901103437
constant,7,pod_deeponet,19,0.0001992539328057319,0.000811283360235393
constant,7,pod_deeponet,20,0.00018110204837284982,0.0007434121798723936
constant,7,pod_deeponet,21,0.00016462829080410302,0.000689652340952307
constant,7,pod_deeponet,22,0.00014848507998976856,0.0006477578426711261
constant,7,pod_deeponet,23,0.0001323198521276936,0.0006135368021205068
constant,7,pod_deeponet,24,0.00011627542698988691,0.0005829717265442014
constant,7,pod_deeponet,25,0.00010071055294247344,0.0005543301231227815
constant,7,pod_deeponet,26,8.65408219397068e-05,0.0005282675265334547
constant,7,pod_deeponet,27,7.487861148547381e-05,0.0005061400006525218
constant,7,pod_deeponet,28,6.598093023058027e-05,0.0004886152455583215
constant,7,pod_deeponet,29,5.9111851442139596e-05,0.00047543077380396426
constant,7,pod_deeponet,30,5.359841452445835e-05,0.00046535040019080043
constant,7,pod_deeponet,31,4.9420748837292194e-05,0.000456026173196733
constant,7,pod_deeponet,32,4.664081643568352e-05,0.00044494448229670525
constant,7,pod_deeponet,33,4.498988710111007e-05,0.00043139985064044595
constant,7,pod_deeponet,34,4.4311920646578074e-05,0.00041726609924808145
constant,7,pod_deeponet,35,4.4747881474904716e-05,0.000405469152610749
constant,7,pod_deeponet,36,4.614708814187907e-05,0.0003977410669904202
constant,7,pod_deeponet,37,4.787322905031033e-05,0.0003934591659344733
constant,7,pod_deeponet,38,4.9450456572230905e-05,0.00038976588984951377
constant,7,pod_deeponet,39,5.080981645733118e-05,0.0003828665358014405
constant,7,pod_deeponet,40,5.1776318287011236e-05,0.00037052485276944935
constant,7,pod_deeponet,41,5.1967545005027205e-05,0.00035400851629674435
constant,7,pod_deeponet,42,5.130262434249744e-05,0.00033732951851561666
constant,7,pod_deeponet,43,5.007224535802379e-05,0.0003245332045480609
constant,7,pod_deeponet,44,4.8533183871768415e-05,0.00031758297700434923
constant,7,pod_deeponet,45,4.685716703534126e-05,0.0003159422194585204
constant,7,pod_deeponet,46,4.530821752268821e-05,0.00031730858609080315
constant,7,pod_deeponet,47,4.4066116970498115e-05,0.0003189977433066815
constant,7,pod_deeponet,48,4.3025305785704404e-05,0.00031948945252224803
constant,7,pod_deeponet,49,4.2047198803629726e-05,0.0003190303687006235
constant,7,pod_deeponet,50,4.12168592447415e-05,0.00031880370806902647
constant,7,pod_deeponet,51,4.064539461978711e-05,0.00031965633388608694
constant,7,pod_deeponet,52,4.025047383038327e-05,0.0003214736934751272
constant,7,pod_deeponet,53,3.990207187598571e-05,0.00032329995883628726
constant,7,pod_deeponet,54,3.957944136345759e-05,0.00032390240812674165
constant,7,pod_deeponet,55,3.9291604480240494e-05,0.0003225969267077744
constant,7,pod_deeponet,56,3.9036702219164e-05,0.0003198163176421076
constant,7,pod_deeponet,57,3.8866357499500737e-05,0.0003168668772559613
constant,7,pod_deeponet,58,3.882456076098606e-05,0.0003151240525767207
constant,7,pod_deeponet,59,3.8849761040182784e-05,0.00031537856557406485
constant,7,pod_deeponet,60,3.885444675688632e-05,0.0003176324535161257
constant,7,pod_deeponet,61,3.882952296407893e-05,0.00032128096790984273
constant,7,pod_deeponet,62,3.879791620420292e-05,0.0003255732008256018
constant,7,pod_deeponet,63,3.8757745642215014e-05,0.0003300572279840708
constant,7,pod_deeponet,64,3.871021181112155e-05,0.00033464908483438194
constant,7,pod_deeponet,65,3.866761107929051e-05,0.00033934926614165306
constant,7,pod_deeponet,66,3.8626825698884204e-05,0.0003439351567067206
constant,7,pod_deeponet,67,3.857616684399545e-05,0.00034787209006026387
constant,7,pod_deeponet,68,3.8509577279910445e-05,0.00035050386213697493
constant,7,pod_deeponet,69,3.8423153455369174e-05,0.00035142028355039656
constant,7,pod_deeponet,70,3.832279617199674e-05,0.0003507171059027314
constant,7,pod_deeponet,71,3.822296275757253e-05,0.0003489367081783712
constant,7,pod_deeponet,72,3.812365685007535e-05,0.00034675031201913953
constant,7,pod_deeponet,73,3.801716957241297e-05,0.0003446031187195331
constant,7,pod_deeponet,74,3.791425115196034e-05,0.000342533370712772
constant,7,pod_deeponet,75,3.78313307010103e-05,0.0003402980510145426
constant,7,pod_deeponet,76,3.7768455513287336e-05,0.00033769727451726794
constant,7,pod_deeponet,77,3.7720983527833596e-05,0.0003347944002598524
constant,7,pod_deeponet,78,3.768597525777295e-05,0.00033187653752975166
constant,7,pod_deeponet,79,3.765463043237105e-05,0.0003292642650194466
constant,7,pod_deeponet,80,3.7624566175509244e-05,0.00032714568078517914
constant,7,pod_deeponet,81,3.760539766517468e-05,0.0003255376941524446
constant,7,pod_deeponet,82,3.759739047382027e-05,0.0003243782848585397
constant,7,pod_deeponet,83,3.759073297260329e-05,0.00032361713238060474
constant,7,pod_deeponet,84,3.758582170121372e-05,0.0003231886657886207
constant,7,pod_deeponet,85,3.758788079721853e-05,0.0003229368303436786
constant,7,pod_deeponet,86,3.759263199754059e-05,0.0003226268454454839
constant,7,pod_deeponet,87,3.759389801416546e-05,0.00032205937895923853
constant,7,pod_deeponet,88,3.758931779884733e-05,0.00032120198011398315
constant,7,pod_deeponet,89,3.757605009013787e-05,0.00032023919629864395
constant,7,pod_deeponet,90,3.7554578739218414e-05,0.0003194724558852613
constant,7,pod_deeponet,91,3.753022610908374e-05,0.0003191275172866881
constant,7,pod_deeponet,92,3.75055824406445e-05,0.00031923141796141863
constant,7,pod_deeponet,93,3.748022936633788e-05,0.0003196547622792423
constant,7,pod_deeponet,94,3.745495996554382e-05,0.00032026792177930474
constant,7,pod_deeponet,95,3.7430661905091256e-05,0.00032106676371768117
constant,7,pod_deeponet,96,3.7407909985631704e-05,0.0003221489314455539
constant,7,pod_deeponet,97,3.7388133932836354e-05,0.00032356352312490344
constant,7,pod_deeponet,98,3.7372145015979186e-05,0.0003251892630942166
constant,7,pod_deeponet,99,3.7359735870268196e-05,0.0003267668653279543
constant,7,pod_deeponet,100,3.735025165951811e-05,0.0003280598029959947
constant,7,pod_deeponet,101,3.7342662835726514e-05,0.0003289962187409401
constant,7,pod_deeponet,102,3.733632547664456e-05,0.0003296606009826064
constant,7,pod_deeponet,103,3.733058110810816e-05,0.0003301527467556298
constant,7,pod_deeponet,104,3.73237780877389e-05,0.00033045842428691685
constant,7,pod_deeponet,105,3.7314930523280054e-05,0.0003304572310298681
constant,7,pod_deeponet,106,3.73044385924004e-05,0.00033005489967763424
constant,7,pod_deeponet,107,3.7292549677658826e-05,0.0003293105401098728
constant,7,pod_deeponet,108,3.7279718526406214e-05,0.0003284281410742551
constant,7,pod_deeponet,109,3.726659997482784e-05,0.0003276183851994574
constant,7,pod_deeponet,110,3.725297574419528e-05,0.00032696346170268953
constant,7,pod_deeponet,111,3.723880945472047e-05,0.00032640539575368166
constant,7,pod_deeponet,112,3.72247195628006e-05,0.000325856264680624
constant,7,pod_deeponet,113,3.721078974194825e-05,0.0003253141767345369
constant,7,pod_deeponet,114,3.71969654224813e-05,0.00032487150747328997
constant,7,pod_deeponet,115,3.718357038451359e-05,0.00032461414230056107
constant,7,pod_deeponet,116,3.717067011166364e-05,0.000324522377923131
constant,7,pod_deeponet,117,3.715826460393146e-05,0.0003244703111704439
constant,7,pod_deeponet,118,3.714637932716869e-05,0.0003243244718760252
constant,7,pod_deeponet,119,3.713459591381252e-05,0.00032404332887381315
constant,7,pod_deeponet,120,3.7122605135664344e-05,0.0003236915508750826
constant,7,unet,1,0.2245563566684723,0.19708144664764404
constant,7,unet,2,0.21714231371879578,0.1859062910079956
constant,7,unet,3,0.20591525733470917,0.16388334333896637
constant,7,unet,4,0.18399439752101898,0.12023982405662537
constant,7,unet,5,0.14018577337265015,0.06007074564695358
constant,7,unet,6,0.07297678291797638,0.15582364797592163
constant,7,unet,7,0.11223024874925613,0.14651456475257874
constant,7,unet,8,0.10806907713413239,0.06715017557144165
constant,7,unet,9,0.059078775346279144,0.05259663984179497
constant,7,unet,10,0.06036589294672012,0.06072622910141945
constant,7,unet,11,0.0723567083477974,0.0637354701757431
constant,7,unet,12,0.07590046525001526,0.06024106591939926
constant,7,unet,13,0.0716070756316185,0.05301385372877121
constant,7,unet,14,0.06224009394645691,0.0476878359913826
constant,7,unet,15,0.05254708230495453,0.053656481206417084
constant,7,unet,16,0.05104377865791321,0.06879879534244537
constant,7,unet,17,0.05887891724705696,0.06562895327806473
constant,7,unet,18,0.05626438558101654,0.04894755780696869
constant,7,unet,19,0.04601001366972923,0.03992295265197754
constant,7,unet,20,0.042895734310150146,0.038954488933086395
constant,7,unet,21,0.045073866844177246,0.038425859063863754
constant,7,unet,22,0.04539205878973007,0.03471178933978081
constant,7,unet,23,0.04074995964765549,0.02992209978401661
constant,7,unet,24,0.03310801088809967,0.03122459352016449
constant,7,unet,25,0.029514849185943604,0.03750758245587349
constant,7,unet,26,0.03187410533428192,0.030278392136096954
constant,7,unet,27,0.026595722883939743,0.019177891314029694
constant,7,unet,28,0.019949335604906082,0.018771030008792877
constant,7,unet,29,0.021481234580278397,0.018970560282468796
constant,7,unet,30,0.021100463345646858,0.014647260308265686
constant,7,unet,31,0.015177084133028984,0.017672061920166016
constant,7,unet,32,0.016285862773656845,0.019335051998496056
constant,7,unet,33,0.01766214892268181,0.015307029709219933
constant,7,unet,34,0.01368600595742464,0.020096637308597565
constant,7,unet,35,0.01745326817035675,0.01817915216088295
constant,7,unet,36,0.015833202749490738,0.015685012564063072
constant,7,unet,37,0.013928627595305443,0.01805495284497738
constant,7,unet,38,0.016231490299105644,0.014770017936825752
constant,7,unet,39,0.013344046659767628,0.014235498383641243
constant,7,unet,40,0.013556431978940964,0.01462835818529129
constant,7,unet,41,0.014448539353907108,0.013094896450638771
constant,7,unet,42,0.012736886739730835,0.013740533031523228
constant,7,unet,43,0.012481892481446266,0.015306694433093071
constant,7,unet,44,0.013422226533293724,0.013524250127375126
constant,7,unet,45,0.012267939746379852,0.012397842481732368
constant,7,unet,46,0.012200958095490932,0.012548975646495819
constant,7,unet,47,0.012864038348197937,0.01228049024939537
constant,7,unet,48,0.012303122319281101,0.012660866603255272
constant,7,unet,49,0.011808309704065323,0.013893939554691315
constant,7,unet,50,0.012318363413214684,0.013410274870693684
constant,7,unet,51,0.012029550038278103,0.01209709420800209
constant,7,unet,52,0.011507201008498669,0.011792601086199284
constant,7,unet,53,0.01176510564982891,0.011686332523822784
constant,7,unet,54,0.011651378124952316,0.011627116240561008
constant,7,unet,55,0.011132958345115185,0.01218620128929615
constant,7,unet,56,0.011198795400559902,0.012223687022924423
constant,7,unet,57,0.011181719601154327,0.011438330635428429
constant,7,unet,58,0.010742665268480778,0.01117913518100977
constant,7,unet,59,0.010778974741697311,0.011164827272295952
constant,7,unet,60,0.010761383920907974,0.011075178161263466
constant,7,unet,61,0.01043020375072956,0.011350697837769985
constant,7,unet,62,0.010459796525537968,0.0113507229834795
constant,7,unet,63,0.01042083464562893,0.010966576635837555
constant,7,unet,64,0.01016022264957428,0.010928450152277946
constant,7,unet,65,0.010212980210781097,0.010847507044672966
constant,7,unet,66,0.010091092437505722,0.010780681855976582
constant,7,unet,67,0.00989631935954094,0.010885249823331833
constant,7,unet,68,0.009918266907334328,0.010626948438584805
constant,7,unet,69,0.009713202714920044,0.010403928346931934
constant,7,unet,70,0.009614689275622368,0.010295604355633259
constant,7,unet,71,0.00955958291888237,0.010166870430111885
constant,7,unet,72,0.009357243776321411,0.01022573933005333
constant,7,unet,73,0.009320879355072975,0.010053283534944057
constant,7,unet,74,0.009188145399093628,0.009800093248486519
constant,7,unet,75,0.009082773700356483,0.009693928994238377
constant,7,unet,76,0.009041143581271172,0.009652109816670418
constant,7,unet,77,0.00889696553349495,0.009740514680743217
constant,7,unet,78,0.00886770524084568,0.009569769725203514
constant,7,unet,79,0.008751134388148785,0.009372642263770103
constant,7,unet,80,0.008688214235007763,0.00929997954517603
constant,7,unet,81,0.008605974726378918,0.009343564510345459
constant,7,unet,82,0.008505919016897678,0.009322800673544407
constant,7,unet,83,0.008440431207418442,0.009097686037421227
constant,7,unet,84,0.008324794471263885,0.008989783935248852
constant,7,unet,85,0.008257468231022358,0.008970050141215324
constant,7,unet,86,0.008133863098919392,0.008939688093960285
constant,7,unet,87,0.008055761456489563,0.008713130839169025
constant,7,unet,88,0.00792436208575964,0.008569160476326942
constant,7,unet,89,0.007825924083590508,0.008497664704918861
constant,7,unet,90,0.007686210330575705,0.008380481041967869
constant,7,unet,91,0.007566507905721664,0.008139667101204395
constant,7,unet,92,0.007424164563417435,0.007976748049259186
constant,7,unet,93,0.007284046150743961,0.007880227640271187
constant,7,unet,94,0.007138857617974281,0.007676658220589161
constant,7,unet,95,0.006975199095904827,0.007444177754223347
constant,7,unet,96,0.006818365305662155,0.007270643021911383
constant,7,unet,97,0.006625167094171047,0.007101145572960377
constant,7,unet,98,0.006439355667680502,0.006810590624809265
constant,7,unet,99,0.006220242939889431,0.006559079512953758
constant,7,unet,100,0.005995273124426603,0.006342683918774128
constant,7,unet,101,0.005758862476795912,0.0060202982276678085
constant,7,unet,102,0.005497444421052933,0.0057139527052640915
constant,7,unet,103,0.005236960481852293,0.005458800122141838
constant,7,unet,104,0.004959982819855213,0.0051436894573271275
constant,7,unet,105,0.004670839756727219,0.00488440552726388
constant,7,unet,106,0.0043955915607512,0.004702407866716385
constant,7,unet,107,0.004136689007282257,0.004505909513682127
constant,7,unet,108,0.0039008366875350475,0.0043671815656125546
constant,7,unet,109,0.003700664732605219,0.004257291555404663
constant,7,unet,110,0.0035558962263166904,0.004186689853668213
constant,7,unet,111,0.0034677130170166492,0.004271330777555704
constant,7,unet,112,0.0034101256169378757,0.004333501681685448
constant,7,unet,113,0.0033669588156044483,0.004443813115358353
constant,7,unet,114,0.0033132173120975494,0.004255695268511772
constant,7,unet,115,0.0032271812669932842,0.004149944055825472
constant,7,unet,116,0.0031121145002543926,0.0038636340759694576
constant,7,unet,117,0.002976679941639304,0.003819764358922839
constant,7,unet,118,0.0028240326792001724,0.0036059787962585688
constant,7,unet,119,0.0026765645015984774,0.003473796183243394
constant,7,unet,120,0.002541491063311696,0.003302291501313448
constant,7,fno,1,0.14851030707359314,0.12805253267288208
constant,7,fno,2,0.14392206072807312,0.12397608160972595
constant,7,fno,3,0.13955804705619812,0.120086669921875
constant,7,fno,4,0.1353832185268402,0.11635346710681915
constant,7,fno,5,0.13136544823646545,0.11275072395801544
constant,7,fno,6,0.127477765083313,0.10925590991973877
constant,7,fno,7,0.12369626760482788,0.1058499664068222
constant,7,fno,8,0.12000051140785217,0.10251705348491669
constant,7,fno,9,0.11637327075004578,0.09924427419900894
constant,7,fno,10,0.1128002256155014,0.09602109342813492
constant,7,fno,11,0.10926929116249084,0.09283871203660965
constant,7,fno,12,0.10577009618282318,0.0896896943449974
constant,7,fno,13,0.10229331254959106,0.08656755834817886
constant,7,fno,14,0.09883040189743042,0.08346694707870483
constant,7,fno,15,0.09537342190742493,0.08038391172885895
constant,7,fno,16,0.09191548824310303,0.07731680572032928
constant,7,fno,17,0.08845147490501404,0.07426777482032776
constant,7,fno,18,0.08497955650091171,0.07124506682157516
constant,7,fno,19,0.08150330930948257,0.06826596707105637
constant,7,fno,20,0.07803472876548767,0.0653611421585083
constant,7,fno,21,0.0745985209941864,0.06258046627044678
constant,7,fno,22,0.07123808562755585,0.06000091880559921
constant,7,fno,23,0.06802365928888321,0.05773540586233139
constant,7,fno,24,0.06506137549877167,0.055939219892024994
constant,7,fno,25,0.06250084936618805,0.05480310320854187
constant,7,fno,26,0.06053156405687332,0.05450703948736191
constant,7,fno,27,0.0593448206782341,0.05508884787559509
constant,7,fno,28,0.05901891738176346,0.056224700063467026
constant,7,fno,29,0.05931670963764191,0.05719628930091858
constant,7,fno,30,0.059629280120134354,0.05732359737157822
constant,7,fno,31,0.059342335909605026,0.0563603900372982
constant,7,fno,32,0.058208104223012924,0.05446702614426613
constant,7,fno,33,0.05634353309869766,0.05199284479022026
constant,7,fno,34,0.05404018983244896,0.04929060488939285
constant,7,fno,35,0.05159363895654678,0.046616263687610626
constant,7,fno,36,0.049209676682949066,0.04409993439912796
constant,7,fno,37,0.04697766900062561,0.04176205396652222
constant,7,fno,38,0.044887054711580276,0.03955070674419403
constant,7,fno,39,0.042863745242357254,0.03738110885024071
constant,7,fno,40,0.04080788046121597,0.03516718000173569
constant,7,fno,41,0.03862321376800537,0.03284361958503723
constant,7,fno,42,0.03623732179403305,0.03038199245929718
constant,7,fno,43,0.03361642733216286,0.02780466340482235
constant,7,fno,44,0.030778761953115463,0.025198526680469513
constant,7,fno,45,0.027808787301182747,0.022726114839315414
constant,7,fno,46,0.02486998215317726,0.0206216461956501
constant,7,fno,47,0.022204261273145676,0.01914842240512371
constant,7,fno,48,0.020095257088541985,0.018490072339773178
constant,7,fno,49,0.018767837435007095,0.0185842402279377
constant,7,fno,50,0.018227756023406982,0.01901526004076004
constant,7,fno,51,0.01814759522676468,0.019172392785549164
constant,7,fno,52,0.017995595932006836,0.018647802993655205
constant,7,fno,53,0.017395954579114914,0.01747366227209568
constant,7,fno,54,0.016353650018572807,0.015985917299985886
constant,7,fno,55,0.015136053785681725,0.014538845047354698
constant,7,fno,56,0.014013925567269325,0.013328352011740208
constant,7,fno,57,0.013106845319271088,0.01238243468105793
constant,7,fno,58,0.012387759983539581,0.011641766875982285
constant,7,fno,59,0.011767564341425896,0.011039132252335548
constant,7,fno,60,0.011170566082000732,0.010539049282670021
constant,7,fno,61,0.01056775450706482,0.010141646489501
constant,7,fno,62,0.009975805878639221,0.00986525323241949
constant,7,fno,63,0.009437045082449913,0.00971942488104105
constant,7,fno,64,0.00899110920727253,0.009679608978331089
constant,7,fno,65,0.008647946640849113,0.00967751070857048
constant,7,fno,66,0.00837479718029499,0.009618952870368958
constant,7,fno,67,0.008108522742986679,0.009424207732081413
constant,7,fno,68,0.007789912633597851,0.00906544178724289
constant,7,fno,69,0.007397287525236607,0.008576160296797752
constant,7,fno,70,0.006955758202821016,0.008029531687498093
constant,7,fno,71,0.006518446374684572,0.007502823136746883
constant,7,fno,72,0.006135450676083565,0.0070488788187503815
constant,7,fno,73,0.005830205045640469,0.00668603228405118
constant,7,fno,74,0.005593853071331978,0.006405578926205635
constant,7,fno,75,0.005396401509642601,0.0061880359426140785
constant,7,fno,76,0.005205582827329636,0.006017686799168587
constant,7,fno,77,0.005002722609788179,0.005888387560844421
constant,7,fno,78,0.004788537509739399,0.005799512844532728
