family,candidate,step,phase,train,validation_velocity_rel_l2
constant,12_64_0.0,1820,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1830,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1840,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1850,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1860,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1870,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1880,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1890,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1900,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1910,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1920,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1930,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1940,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1950,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1960,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1970,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1980,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,1990,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,2000,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,2010,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,2020,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,2030,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,2040,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,12_64_0.0,2050,LBFGS,1.8545089363735578e-07,0.0018855738302054423
constant,24_64_0.02,1,Adam,0.0004102989574544041,0.10023096967349832
constant,24_64_0.02,21,Adam,4.981874487422213e-05,0.03869429727393349
constant,24_64_0.02,41,Adam,3.122957820764936e-05,0.029486161541323865
constant,24_64_0.02,61,Adam,2.6914757167265887e-05,0.028249972322169664
constant,24_64_0.02,81,Adam,2.5731011578557925e-05,0.027119341173841228
constant,24_64_0.02,101,Adam,2.4729018372875405e-05,0.02657425037290255
constant,24_64_0.02,121,Adam,2.3392479074228024e-05,0.025860545617621813
constant,24_64_0.02,141,Adam,2.1509935082545432e-05,0.024729148082448422
constant,24_64_0.02,161,Adam,1.8798245097332213e-05,0.023003009656310473
constant,24_64_0.02,181,Adam,1.5157614972624003e-05,0.020447363892958627
constant,24_64_0.02,201,Adam,1.0963760517250253e-05,0.01703812235634306
constant,24_64_0.02,221,Adam,7.113575481660055e-06,0.013145804104895296
constant,24_64_0.02,241,Adam,4.455315368270387e-06,0.009586365751109244
constant,24_64_0.02,261,Adam,3.0912097357240285e-06,0.007337764016787063
constant,24_64_0.02,281,Adam,2.5042664136870847e-06,0.00640630189676066
constant,24_64_0.02,301,Adam,2.209865113005059e-06,0.005933640760258661
constant,24_64_0.02,321,Adam,2.0033176619879347e-06,0.005577782494291977
constant,24_64_0.02,341,Adam,1.835737524686911e-06,0.005269121173992259
constant,24_64_0.02,361,Adam,1.69458165436144e-06,0.0050090669250740785
constant,24_64_0.02,381,Adam,1.5722685421806908e-06,0.0047879929645278565
constant,24_64_0.02,401,Adam,1.4635108855192878e-06,0.00459754924439859
constant,24_64_0.02,421,Adam,1.3648021491895136e-06,0.004429668979023601
constant,24_64_0.02,441,Adam,1.2742027459493004e-06,0.004278170393744126
constant,24_64_0.02,461,Adam,1.1909487467840509e-06,0.004141958276486376
constant,24_64_0.02,481,Adam,1.1149413545030986e-06,0.0040200403701063404
constant,24_64_0.02,501,Adam,1.046060937795041e-06,0.00391007438486138
constant,24_64_0.02,521,Adam,9.83788227323714e-07,0.003808438592227599
constant,24_64_0.02,541,Adam,9.273340065897741e-07,0.0037121516087948213
constant,24_64_0.02,561,Adam,8.75886505845608e-07,0.0036198135929616172
constant,24_64_0.02,581,Adam,8.287249713013503e-07,0.0035310378454895064
constant,24_64_0.02,601,Adam,7.852433906013682e-07,0.003445657470472295
constant,24_64_0.02,621,Adam,7.449480992197605e-07,0.00336344987126372
constant,24_64_0.02,641,Adam,7.07446610037922e-07,0.0032841899573175337
constant,24_64_0.02,661,Adam,6.724321716121532e-07,0.0032077306361539444
constant,24_64_0.02,681,Adam,6.3966721788878e-07,0.0031340214219220995
constant,24_64_0.02,701,Adam,6.08967918799177e-07,0.003063093175954862
constant,24_64_0.02,721,Adam,5.801910861051996e-07,0.0029950378470442497
constant,24_64_0.02,741,Adam,5.532237883242154e-07,0.0029299904179739744
constant,24_64_0.02,761,Adam,5.27975182383433e-07,0.002868109805579132
constant,24_64_0.02,781,Adam,5.043695606653754e-07,0.002809553528019603
constant,24_64_0.02,801,Adam,4.823398254517722e-07,0.002754444717728691
constant,24_64_0.02,821,Adam,4.618214837096108e-07,0.002702838292518371
constant,24_64_0.02,841,Adam,4.4274805141820647e-07,0.0026546993881926334
constant,24_64_0.02,861,Adam,4.2504868725684507e-07,0.002609904026502838
constant,24_64_0.02,881,Adam,4.0864805262706656e-07,0.002568260541739577
constant,24_64_0.02,901,Adam,3.9346764251964726e-07,0.002529540264428192
constant,24_64_0.02,921,Adam,3.7942767529503384e-07,0.002493504885609639
constant,24_64_0.02,941,Adam,3.6644891563297913e-07,0.002459924068450121
constant,24_64_0.02,961,Adam,3.544541561888927e-07,0.002428583611131208
constant,24_64_0.02,981,Adam,3.433693067656651e-07,0.002399287655863948
constant,24_64_0.02,1001,Adam,3.331241343071212e-07,0.0023718583076978053
constant,24_64_0.02,1021,Adam,3.236527205811532e-07,0.0023461346111094844
constant,24_64_0.02,1041,Adam,3.148937007552718e-07,0.002321971604449095
constant,24_64_0.02,1061,Adam,3.06790335613745e-07,0.0022992395398366674
constant,24_64_0.02,1081,Adam,2.9929045983843943e-07,0.002277823161948111
constant,24_64_0.02,1101,Adam,2.9234634008710337e-07,0.002257620941569829
constant,24_64_0.02,1121,Adam,2.8591446950385613e-07,0.0022385442109590305
constant,24_64_0.02,1141,Adam,2.7995531950133984e-07,0.002220516191149659
constant,24_64_0.02,1161,Adam,2.744330649457006e-07,0.0022034709259886143
constant,24_64_0.02,1181,Adam,2.693152951078489e-07,0.0021873521485257356
constant,24_64_0.02,1201,Adam,2.645727197934833e-07,0.002172112108681073
constant,24_64_0.02,1221,Adam,2.6017887779962414e-07,0.0021577103910713283
constant,24_64_0.02,1241,Adam,2.56109853124176e-07,0.0021441127505280114
constant,24_64_0.02,1261,Adam,2.523440030326628e-07,0.0021312899908135534
constant,24_64_0.02,1281,Adam,2.488617010320992e-07,0.0021192169093014386
constant,24_64_0.02,1301,Adam,2.456450969140605e-07,0.0021078713267517505
constant,24_64_0.02,1321,Adam,2.4267789524180614e-07,0.00209723321674513
constant,24_64_0.02,1341,Adam,2.399451529404985e-07,0.002087283944047457
constant,24_64_0.02,1361,Adam,2.3743309600405118e-07,0.002078005615585618
constant,24_64_0.02,1381,Adam,2.35128954772391e-07,0.00206938054234732
constant,24_64_0.02,1401,Adam,2.3302081677870603e-07,0.0020613908058692045
constant,24_64_0.02,1421,Adam,2.3109749583221433e-07,0.002054017919410859
constant,24_64_0.02,1441,Adam,2.2934841579235874e-07,0.0020472425716057223
constant,24_64_0.02,1461,Adam,2.2776350739813575e-07,0.002041044439322866
constant,24_64_0.02,1481,Adam,2.2633311652533398e-07,0.002035402056510955
constant,24_64_0.02,1501,Adam,2.2504792233322014e-07,0.00203029272667801
constant,24_64_0.02,1521,Adam,2.2389886390748864e-07,0.0020256924681097987
constant,24_64_0.02,1541,Adam,2.2287707418652102e-07,0.0020215759826795305
constant,24_64_0.02,1561,Adam,2.2197382015499047e-07,0.002017916640931155
constant,24_64_0.02,1581,Adam,2.2118044848883236e-07,0.002014686477863071
constant,24_64_0.02,1601,Adam,2.2048833602900387e-07,0.002011856195388184
constant,24_64_0.02,1621,Adam,2.198888446424956e-07,0.002009395168741386
constant,24_64_0.02,1641,Adam,2.1937328019467594e-07,0.002007271455120684
constant,24_64_0.02,1661,Adam,2.1893285550632792e-07,0.0020054518035904825
constant,24_64_0.02,1681,Adam,2.1855865730182443e-07,0.002003901665774949
constant,24_64_0.02,1701,Adam,2.1824161727259658e-07,0.002002585207194534
constant,24_64_0.02,1721,Adam,2.1797248748318453e-07,0.0020014653193735415
constant,24_64_0.02,1741,Adam,2.177418204363894e-07,0.002000503633291472
constant,24_64_0.02,1761,Adam,2.1753995418942089e-07,0.0019996605356830503
constant,24_64_0.02,1781,Adam,2.1735700297405312e-07,0.001998895191429429
constant,24_64_0.02,1800,Adam,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1810,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1820,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1830,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1840,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1850,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1860,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1870,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1880,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1890,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1900,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1910,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1920,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1930,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1940,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1950,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1960,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1970,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1980,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,1990,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,2000,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,2010,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,2020,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,2030,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,2040,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_64_0.02,2050,LBFGS,2.171915109164954e-07,0.001998201871648303
constant,24_96_0.02,1,Adam,0.0003715131575842195,0.09493932291664403
constant,24_96_0.02,21,Adam,2.9366643038427136e-05,0.029287412128423423
constant,24_96_0.02,41,Adam,2.9056631965550143e-05,0.029276168288630965
constant,24_96_0.02,61,Adam,2.5567805900571325e-05,0.02686101460066831
constant,24_96_0.02,81,Adam,2.33880915980579e-05,0.025635464369124627
constant,24_96_0.02,101,Adam,2.0474787536502843e-05,0.024038029701091326
constant,24_96_0.02,121,Adam,1.6556108357601404e-05,0.021518170811409956
constant,24_96_0.02,141,Adam,1.1644769900472496e-05,0.017820858729292618
constant,24_96_0.02,161,Adam,6.681091918155369e-06,0.013004171937609416
constant,24_96_0.02,181,Adam,3.3316393507219594e-06,0.008229913832662208
constant,24_96_0.02,201,Adam,2.089764746832505e-06,0.005472385819748361
constant,24_96_0.02,221,Adam,1.7783762903346144e-06,0.004764654547016157
constant,24_96_0.02,241,Adam,1.6137112375757744e-06,0.004516486480790748
constant,24_96_0.02,261,Adam,1.4946770441520636e-06,0.00436244953067185
constant,24_96_0.02,281,Adam,1.4006756379382178e-06,0.0042503077806911975
constant,24_96_0.02,301,Adam,1.323065634322532e-06,0.004159071313885173
constant,24_96_0.02,321,Adam,1.256626157907369e-06,0.004077268583514693
constant,24_96_0.02,341,Adam,1.204876719405612e-06,0.0039852601784959646
constant,24_96_0.02,361,Adam,1.1458654582343035e-06,0.003965809052409577
constant,24_96_0.02,381,Adam,1.0955989128849318e-06,0.003870788996684244
constant,24_96_0.02,401,Adam,1.0482417107368914e-06,0.0038057749217340156
constant,24_96_0.02,421,Adam,1.0020258677382231e-06,0.003737524946756044
constant,24_96_0.02,441,Adam,9.563088338121911e-07,0.003663107930385626
constant,24_96_0.02,461,Adam,9.107870920977817e-07,0.0035850934872413307
constant,24_96_0.02,481,Adam,8.653995783214991e-07,0.0035043686658175937
constant,24_96_0.02,501,Adam,8.202189534736456e-07,0.003421410876414097
constant,24_96_0.02,521,Adam,7.753900630135038e-07,0.0033365108226944863
constant,24_96_0.02,541,Adam,7.311160702903846e-07,0.0032499422482077985
constant,24_96_0.02,561,Adam,6.876615069002909e-07,0.00316214660099751
constant,24_96_0.02,581,Adam,6.453341082326673e-07,0.0030738018023392048
constant,24_96_0.02,601,Adam,6.044377268225405e-07,0.0029857263538587797
constant,24_96_0.02,621,Adam,5.652237734039256e-07,0.0028986907859664735
constant,24_96_0.02,641,Adam,5.278713879844818e-07,0.002813283741068583
constant,24_96_0.02,661,Adam,4.924976979873998e-07,0.0027299134045264705
constant,24_96_0.02,681,Adam,4.5917767279240015e-07,0.0026488941914171032
constant,24_96_0.02,701,Adam,4.2795740271540945e-07,0.0025705213475311385
constant,24_96_0.02,721,Adam,3.9885844036831144e-07,0.0024950874160725948
constant,24_96_0.02,741,Adam,3.718776669875654e-07,0.0024228575309183844
constant,24_96_0.02,761,Adam,3.4698676682680324e-07,0.002354039784986522
constant,24_96_0.02,781,Adam,3.241330725583618e-07,0.002288771327405296
constant,24_96_0.02,801,Adam,3.0324196260186083e-07,0.0022271202101880627
constant,24_96_0.02,821,Adam,2.8422037514185925e-07,0.002169094196065978
constant,24_96_0.02,841,Adam,2.66960913133418e-07,0.0021146497742440527
constant,24_96_0.02,861,Adam,2.513461096662546e-07,0.0020636995262516807
constant,24_96_0.02,881,Adam,2.372525468611853e-07,0.00201611875886988
constant,24_96_0.02,901,Adam,2.2455462269148934e-07,0.0019717526103305905
constant,24_96_0.02,921,Adam,2.131278323875018e-07,0.0019304240147167634
constant,24_96_0.02,941,Adam,2.0285148364979802e-07,0.0018919420946679362
constant,24_96_0.02,961,Adam,1.9361080853077042e-07,0.0018561101931903411
constant,24_96_0.02,981,Adam,1.8529847515265431e-07,0.0018227328358872647
constant,24_96_0.02,1001,Adam,1.778155389785557e-07,0.0017916212225172912
constant,24_96_0.02,1021,Adam,1.7107190252650512e-07,0.0017625971684898656
constant,24_96_0.02,1041,Adam,1.6498637091362973e-07,0.0017354956343584643
constant,24_96_0.02,1061,Adam,1.5948639744517893e-07,0.001710166075917752
constant,24_96_0.02,1081,Adam,1.545076100855556e-07,0.00168647285788214
constant,24_96_0.02,1101,Adam,1.499931990469651e-07,0.0016642949495140284
constant,24_96_0.02,1121,Adam,1.4589323125686487e-07,0.001643525092926497
constant,24_96_0.02,1141,Adam,1.421639420023676e-07,0.0016240686137821226
constant,24_96_0.02,1161,Adam,1.3876703962367017e-07,0.001605842026006866
constant,24_96_0.02,1181,Adam,1.3566904687150426e-07,0.001588771560848348
constant,24_96_0.02,1201,Adam,1.328406928635536e-07,0.0015727917238802925
constant,24_96_0.02,1221,Adam,1.302563623944917e-07,0.0015578439534787041
constant,24_96_0.02,1241,Adam,1.2789360433340732e-07,0.0015438754249081019
constant,24_96_0.02,1261,Adam,1.2573269754375314e-07,0.0015308380190357765
constant,24_96_0.02,1281,Adam,1.2375627075466153e-07,0.0015186874557742498
constant,24_96_0.02,1301,Adam,1.2194897172822194e-07,0.0015073825799035007
constant,24_96_0.02,1321,Adam,1.2029718061200934e-07,0.0014968847800888266
constant,24_96_0.02,1341,Adam,1.1878876232088435e-07,0.0014871575193351242
constant,24_96_0.02,1361,Adam,1.1741285300064613e-07,0.0014781659554106293
constant,24_96_0.02,1381,Adam,1.1615967598063737e-07,0.0014698766317542138
constant,24_96_0.02,1401,Adam,1.1502038305062498e-07,0.0014622572221676343
constant,24_96_0.02,1421,Adam,1.1398691735208817e-07,0.0014552763155963244
constant,24_96_0.02,1441,Adam,1.1305189462558424e-07,0.0014489032301623398
constant,24_96_0.02,1461,Adam,1.1220849998623694e-07,0.0014431078481478813
constant,24_96_0.02,1481,Adam,1.1145039779846784e-07,0.0014378604657668214
constant,24_96_0.02,1501,Adam,1.10771652584276e-07,0.0014331316533089103
constant,24_96_0.02,1521,Adam,1.1016665922544897e-07,0.0014288921226325883
constant,24_96_0.02,1541,Adam,1.0963008101021343e-07,0.0014251126000765872
constant,24_96_0.02,1561,Adam,1.0915679433156147e-07,0.0014217637037139276
constant,24_96_0.02,1581,Adam,1.0874183907111478e-07,0.0014188158245418492
constant,24_96_0.02,1601,Adam,1.0838037390260932e-07,0.0014162390117325855
constant,24_96_0.02,1621,Adam,1.0806763592656288e-07,0.00141400286250307
constant,24_96_0.02,1641,Adam,1.0779890420587375e-07,0.0014120764175223643
constant,24_96_0.02,1661,Adam,1.0756946691410038e-07,0.0014104280630831457
constant,24_96_0.02,1681,Adam,1.0737459193650049e-07,0.0014090254415209532
constant,24_96_0.02,1701,Adam,1.0720950088057686e-07,0.001407835371561539
constant,24_96_0.02,1721,Adam,1.0706934655911508e-07,0.001406823780382457
constant,24_96_0.02,1741,Adam,1.069491941050705e-07,0.001405955649140476
constant,24_96_0.02,1761,Adam,1.0684400596387278e-07,0.0014051949734845872
constant,24_96_0.02,1781,Adam,1.0674863108368022e-07,0.0014045047401016046
constant,24_96_0.02,1800,Adam,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1810,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1820,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1830,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1840,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1850,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1860,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1870,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1880,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1890,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1900,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1910,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1920,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1930,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1940,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1950,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1960,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1970,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1980,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,1990,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,2000,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,2010,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,2020,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,2030,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,2040,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,24_96_0.02,2050,LBFGS,1.0666231517187451e-07,0.0014038796394294315
constant,selected_seed_17,1,Adam,0.0003549770237726423,0.09271969861965602
constant,selected_seed_17,21,Adam,2.8573762502154098e-05,0.028913667030624365
constant,selected_seed_17,41,Adam,2.9094986093546136e-05,0.029401918342093207
constant,selected_seed_17,61,Adam,2.449140795770138e-05,0.026506041593260532
constant,selected_seed_17,81,Adam,2.1698044452728084e-05,0.024701361333101534
constant,selected_seed_17,101,Adam,1.7462950509339832e-05,0.02205646682870584
constant,selected_seed_17,121,Adam,1.1682400768631285e-05,0.017655583460074658
constant,selected_seed_17,141,Adam,6.565350909013356e-06,0.012398376304435677
constant,selected_seed_17,161,Adam,3.7200522309714573e-06,0.008312933685299635
