train_family,test_family,seed,case,psi_rel_l2,velocity_rel_l2,interior_vorticity_rel_l2,divergence_core_rms,lid_derivative_rmse,primary_vortex_location_error
diverse,ood_shape,17,ood_shape_0000,0.025882368155245854,0.05396805423529936,0.11909699560776657,1.2618285410713206e-16,0.20595871621589523,0.0
diverse,ood_shape,17,ood_shape_0001,0.08247466085421364,0.1131887760739971,0.1584746866672997,9.317528842115248e-17,0.14475701960151857,0.05892556509887899
diverse,ood_shape,17,ood_shape_0002,0.03579566450395461,0.07394156143567789,0.16566812842334133,9.802329364956144e-17,0.1388310694359169,0.04166666666666674
diverse,ood_shape,17,ood_shape_0003,0.01815786232721016,0.04302481203632462,0.08682172717063713,8.714008634492935e-17,0.14108303884832027,0.04166666666666663
diverse,ood_shape,17,ood_shape_0004,0.06135192745417388,0.1256679235576275,0.18337846730381252,7.823785338365284e-17,0.19573006950128263,0.04166666666666663
diverse,ood_shape,17,ood_shape_0005,0.0389194193627593,0.07788309878537003,0.1613017702133382,1.1854067516769115e-16,0.12458053822920273,0.0
diverse,ood_shape,27,ood_shape_0000,0.030965149080671623,0.0705165200257253,0.14595191715848566,1.1045156786580777e-16,0.2075584437333082,0.0
diverse,ood_shape,27,ood_shape_0001,0.12545436775977498,0.1504135087421358,0.15623054585974394,9.875659896657738e-17,0.13103524406939518,0.05892556509887899
diverse,ood_shape,27,ood_shape_0002,0.04941388206863616,0.09563664135581074,0.18960173535773275,1.2509184330912047e-16,0.13910278971066653,0.04166666666666674
diverse,ood_shape,27,ood_shape_0003,0.025455640115423433,0.04795502220053206,0.0830183328744691,9.591439101780711e-17,0.13681677592762653,0.04166666666666663
diverse,ood_shape,27,ood_shape_0004,0.045955350481682096,0.11344083240945398,0.1802983269952081,8.141187689897358e-17,0.19482107104416527,0.0
diverse,ood_shape,27,ood_shape_0005,0.0416200154525118,0.07762565302670348,0.1618582489751664,1.2306249585762928e-16,0.12543740258736288,0.0
