family,candidate,step,phase,train,validation_velocity_rel_l2
constant,24_64_0.02,1421,Adam,2.1229187987148329e-07,0.01202952016632219
constant,24_64_0.02,1441,Adam,2.1145948193354853e-07,0.012017641052044002
constant,24_64_0.02,1461,Adam,2.1070314372030035e-07,0.012006847093921623
constant,24_64_0.02,1481,Adam,2.1001913798998473e-07,0.011997083460360304
constant,24_64_0.02,1501,Adam,2.0940369628400527e-07,0.011988295193069806
constant,24_64_0.02,1521,Adam,2.088530018826653e-07,0.011980427076834888
constant,24_64_0.02,1541,Adam,2.0836318387570962e-07,0.011973423518824092
constant,24_64_0.02,1561,Adam,2.079303122344544e-07,0.011967228434574888
constant,24_64_0.02,1581,Adam,2.0755039377356861e-07,0.011961785138565776
constant,24_64_0.02,1601,Adam,2.072193689012564e-07,0.011957036238012534
constant,24_64_0.02,1621,Adam,2.069331090728446e-07,0.011952923529231683
constant,24_64_0.02,1641,Adam,2.0668741488205304e-07,0.01194938789663853
constant,24_64_0.02,1661,Adam,2.064780147449526e-07,0.011946369215223384
constant,24_64_0.02,1681,Adam,2.0630056415289553e-07,0.011943806258208775
constant,24_64_0.02,1701,Adam,2.0615064549201567e-07,0.011941636612545747
constant,24_64_0.02,1721,Adam,2.0602376844801862e-07,0.011939796605941983
constant,24_64_0.02,1741,Adam,2.0591537103572208e-07,0.011938221250169568
constant,24_64_0.02,1761,Adam,2.0582082131294181e-07,0.011936844206355619
constant,24_64_0.02,1781,Adam,2.057354198575037e-07,0.011935597778612288
constant,24_64_0.02,1800,Adam,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1810,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1820,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1830,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1840,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1850,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1860,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1870,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1880,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1890,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1900,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1910,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1920,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1930,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1940,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1950,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1960,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1970,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1980,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,1990,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,2000,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,2010,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,2020,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,2030,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,2040,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_64_0.02,2050,LBFGS,2.056584240355423e-07,0.011934471801563094
constant,24_96_0.02,1,Adam,0.00027479143149452,0.1474694104351398
constant,24_96_0.02,21,Adam,1.74515504423641e-05,0.05819860543758708
constant,24_96_0.02,41,Adam,1.1560844232722419e-05,0.049266983996450436
constant,24_96_0.02,61,Adam,1.1264089387814846e-05,0.04711327399911605
constant,24_96_0.02,81,Adam,1.0633631506416968e-05,0.04719378283602496
constant,24_96_0.02,101,Adam,1.022646212408512e-05,0.04666777292651556
constant,24_96_0.02,121,Adam,9.763534769247423e-06,0.04577727427099321
constant,24_96_0.02,141,Adam,9.193612497213557e-06,0.044552303230540206
constant,24_96_0.02,161,Adam,8.475735982187967e-06,0.04295484261385331
constant,24_96_0.02,181,Adam,7.574758617067918e-06,0.04086381136920559
constant,24_96_0.02,201,Adam,6.477420975208929e-06,0.03813983311483266
constant,24_96_0.02,221,Adam,5.204025495952041e-06,0.03472003771166283
constant,24_96_0.02,241,Adam,3.830946864787713e-06,0.030604742169644976
constant,24_96_0.02,261,Adam,2.5222809184969377e-06,0.02600499321109246
constant,24_96_0.02,281,Adam,1.5001777518519838e-06,0.021543128442334823
constant,24_96_0.02,301,Adam,8.792854091784851e-07,0.017994427420352788
constant,24_96_0.02,321,Adam,5.790603674638992e-07,0.01569885351904192
constant,24_96_0.02,341,Adam,4.565698316099094e-07,0.014545221409228523
constant,24_96_0.02,361,Adam,4.03387796480276e-07,0.013947527817099889
constant,24_96_0.02,381,Adam,3.7149557666771655e-07,0.013547875304391884
constant,24_96_0.02,401,Adam,3.472804990376087e-07,0.01322266455477538
constant,24_96_0.02,421,Adam,3.276391902367773e-07,0.01294164578972372
constant,24_96_0.02,441,Adam,3.1139345064810885e-07,0.012696484657210967
constant,24_96_0.02,461,Adam,2.977939334987409e-07,0.012479737279475732
constant,24_96_0.02,481,Adam,2.866194442364308e-07,0.01228172982403504
constant,24_96_0.02,501,Adam,2.7847115302926735e-07,0.012121575480726706
constant,24_96_0.02,521,Adam,2.6812162784190704e-07,0.011951015014388899
constant,24_96_0.02,541,Adam,2.605972035259745e-07,0.011809283760096932
constant,24_96_0.02,561,Adam,2.539713440190282e-07,0.011678465260747721
constant,24_96_0.02,581,Adam,2.479767344578036e-07,0.01155906291874285
constant,24_96_0.02,601,Adam,2.4247012352632933e-07,0.011449722712128092
constant,24_96_0.02,621,Adam,2.3734012352913352e-07,0.011349088050594524
constant,24_96_0.02,641,Adam,2.3250080062772467e-07,0.011256180114056472
constant,24_96_0.02,661,Adam,2.278873034059072e-07,0.011170034173425176
constant,24_96_0.02,681,Adam,2.2345192742926564e-07,0.011089805660418381
constant,24_96_0.02,701,Adam,2.1916059424668643e-07,0.011014765131290669
constant,24_96_0.02,721,Adam,2.1498976358908318e-07,0.010944281428438788
constant,24_96_0.02,741,Adam,2.10923801474548e-07,0.010877822990700833
constant,24_96_0.02,761,Adam,2.0695281625130642e-07,0.010814946047521826
constant,24_96_0.02,781,Adam,2.0307094862417241e-07,0.01075528340247063
constant,24_96_0.02,801,Adam,1.992750757201874e-07,0.010698531843201416
constant,24_96_0.02,821,Adam,1.9556386896371514e-07,0.010644439338661158
constant,24_96_0.02,841,Adam,1.9193713587944664e-07,0.01059279362156503
constant,24_96_0.02,861,Adam,1.8839537661129404e-07,0.010543412969773668
constant,24_96_0.02,881,Adam,1.8493949420469947e-07,0.01049613945314257
constant,24_96_0.02,901,Adam,1.8157060991679221e-07,0.01045083445605024
constant,24_96_0.02,921,Adam,1.7828994756751357e-07,0.010407375967300344
constant,24_96_0.02,941,Adam,1.7509876192884088e-07,0.01036565704128295
constant,24_96_0.02,961,Adam,1.7199829442934711e-07,0.010325584866252046
constant,24_96_0.02,981,Adam,1.6898974514864915e-07,0.010287080013576377
constant,24_96_0.02,1001,Adam,1.6607425383759793e-07,0.010250075603006899
constant,24_96_0.02,1021,Adam,1.6325288522685667e-07,0.01021451626473947
constant,24_96_0.02,1041,Adam,1.6052661568573484e-07,0.010180356886677129
constant,24_96_0.02,1061,Adam,1.578963196365856e-07,0.010147561199905506
constant,24_96_0.02,1081,Adam,1.5536275512656583e-07,0.010116100283082314
constant,24_96_0.02,1101,Adam,1.529265486461251e-07,0.010085951068085927
constant,24_96_0.02,1121,Adam,1.5058817969190335e-07,0.010057094915872053
constant,24_96_0.02,1141,Adam,1.4834796574641716e-07,0.010029516311929923
constant,24_96_0.02,1161,Adam,1.4620604834819012e-07,0.01000320171091815
constant,24_96_0.02,1181,Adam,1.4416238081711867e-07,0.009978138543208228
constant,24_96_0.02,1201,Adam,1.4221671803643623e-07,0.00995431438337656
constant,24_96_0.02,1221,Adam,1.4036860851643846e-07,0.0099317162721235
constant,24_96_0.02,1241,Adam,1.3861738880313995e-07,0.009910330177993896
constant,24_96_0.02,1261,Adam,1.3696218016148625e-07,0.009890140582770345
constant,24_96_0.02,1281,Adam,1.354018873625875e-07,0.009871130173693364
constant,24_96_0.02,1301,Adam,1.339351993367659e-07,0.009853279626076471
constant,24_96_0.02,1321,Adam,1.32560591415051e-07,0.009836567460949996
constant,24_96_0.02,1341,Adam,1.3127632886596304e-07,0.009820969963765736
constant,24_96_0.02,1361,Adam,1.300804714368053e-07,0.00980646115172428
constant,24_96_0.02,1381,Adam,1.289708786245855e-07,0.009793012778832627
constant,24_96_0.02,1401,Adam,1.279452154271284e-07,0.00978059436929772
constant,24_96_0.02,1421,Adam,1.2700095835667651e-07,0.00976917327127755
constant,24_96_0.02,1441,Adam,1.2613540153363384e-07,0.009758714724330923
constant,24_96_0.02,1461,Adam,1.2534566271497194e-07,0.009749181935120676
constant,24_96_0.02,1481,Adam,1.2462868914842297e-07,0.009740536157028277
constant,24_96_0.02,1501,Adam,1.2398126317857522e-07,0.009732736770331162
constant,24_96_0.02,1521,Adam,1.2340000756326042e-07,0.009725741360473857
constant,24_96_0.02,1541,Adam,1.2288139048736935e-07,0.009719505792734645
constant,24_96_0.02,1561,Adam,1.224217302858818e-07,0.009713984282253438
constant,24_96_0.02,1581,Adam,1.2201719990810705e-07,0.009709129458950328
constant,24_96_0.02,1601,Adam,1.2166383117076498e-07,0.009704892427336324
constant,24_96_0.02,1621,Adam,1.213575188586509e-07,0.009701222821610326
constant,24_96_0.02,1641,Adam,1.2109402473843448e-07,0.009698068856763713
constant,24_96_0.02,1661,Adam,1.2086898155401922e-07,0.009695377376694285
constant,24_96_0.02,1681,Adam,1.206778970712995e-07,0.009693093900586716
constant,24_96_0.02,1701,Adam,1.2051615823669887e-07,0.00969116266907521
constant,24_96_0.02,1721,Adam,1.203790355081857e-07,0.009689526692001444
constant,24_96_0.02,1741,Adam,1.2026168741026075e-07,0.009688127799956701
constant,24_96_0.02,1761,Adam,1.201591653564131e-07,0.009686906702288257
constant,24_96_0.02,1781,Adam,1.2006641877447528e-07,0.00968580305482596
constant,24_96_0.02,1800,Adam,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1810,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1820,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1830,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1840,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1850,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1860,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1870,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1880,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1890,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1900,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1910,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1920,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1930,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1940,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1950,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1960,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1970,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1980,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,1990,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,2000,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,2010,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,2020,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,2030,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,2040,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,24_96_0.02,2050,LBFGS,1.1998267705536955e-07,0.00968480754033393
constant,selected_seed_17,1,Adam,0.00026525482703975144,0.14475536499833686
constant,selected_seed_17,21,Adam,1.490314152572196e-05,0.056874558303426415
constant,selected_seed_17,41,Adam,1.1931771704483883e-05,0.050746713156628695
constant,selected_seed_17,61,Adam,1.0939593684794683e-05,0.04707133833151017
constant,selected_seed_17,81,Adam,1.0376996463648512e-05,0.046736179465049
constant,selected_seed_17,101,Adam,9.898832279360909e-06,0.04601439989290508
constant,selected_seed_17,121,Adam,9.37218989416279e-06,0.04494702489671936
constant,selected_seed_17,141,Adam,8.676387694383722e-06,0.04340138732645936
constant,selected_seed_17,161,Adam,7.669057023953863e-06,0.04106314672719473
constant,selected_seed_17,181,Adam,6.268989420481167e-06,0.03764739611757954
constant,selected_seed_17,201,Adam,4.648146285648648e-06,0.033250305233643154
constant,selected_seed_17,221,Adam,3.1408379650330568e-06,0.028425777548806097
constant,selected_seed_17,241,Adam,1.9896062375952973e-06,0.023911907172887808
constant,selected_seed_17,261,Adam,1.263818301800606e-06,0.0204064936992835
