-2.22440E+01	-8.47070E-04	4.28530E-05	-6.8987E-04	-6.89810E-04	-1.20540E+00
-2.20950E+01	-5.29740E-05	-1.70830E-04	-5.2453E-04	-5.24470E-04	-1.20540E+00
-2.19460E+01	-1.83530E-04	1.07780E-04	-8.8660E-04	-8.86650E-04	-1.20540E+00
-2.17970E+01	2.55650E-05	-2.96580E-04	-7.0694E-04	-7.06930E-04	-1.20540E+00
-2.16490E+01	3.59180E-04	6.19910E-04	-1.1148E-04	-1.11430E-04	-1.20540E+00
-2.15000E+01	3.14790E-05	2.70480E-04	-3.8505E-04	-3.85030E-04	-1.20540E+00
-2.13510E+01	3.50400E-05	2.58090E-04	-2.5008E-04	-2.50130E-04	-1.20540E+00
-2.12020E+01	-7.52950E-05	-2.27660E-04	-7.3544E-04	-7.35460E-04	-1.20540E+00
-2.10530E+01	-6.48660E-06	6.92640E-05	-8.8296E-04	-8.82970E-04	-1.20540E+00
-2.09050E+01	1.11420E-04	1.69420E-05	-6.5020E-04	-6.50210E-04	-1.20540E+00
-2.07560E+01	5.01120E-05	-3.19750E-05	-5.5704E-04	-5.56990E-04	-1.20540E+00
-2.06070E+01	-3.29420E-05	3.10350E-05	-9.8138E-04	-9.81360E-04	-1.20540E+00
-2.04580E+01	7.21790E-05	-1.25260E-04	-5.2151E-04	-5.21480E-04	-1.20540E+00
-2.03090E+01	-2.25700E-04	-4.88310E-04	-7.4473E-04	-7.44720E-04	-1.20540E+00
-2.01610E+01	5.83160E-05	2.48330E-04	-5.8755E-04	-5.87510E-04	-1.20540E+00
-2.00120E+01	4.28620E-05	-1.50810E-04	1.0420E-05	1.03990E-05	-1.20540E+00
-1.98630E+01	1.53450E-04	7.20060E-04	3.4399E-05	3.43930E-05	-1.20540E+00
-1.97140E+01	5.04940E-04	7.43380E-04	5.4235E-04	5.42320E-04	-1.20540E+00
-1.95660E+01	3.41500E-05	1.93360E-04	-1.0367E-03	-1.03670E-03	-1.20540E+00
-1.94170E+01	5.15750E-05	2.94250E-04	-2.8775E-04	-2.87710E-04	-1.20540E+00
-1.92680E+01	5.49900E-04	3.62070E-04	-1.2190E-04	-1.21930E-04	-1.20540E+00
-1.91190E+01	4.77210E-04	1.29650E-03	2.7369E-05	2.73720E-05	-1.20540E+00
-1.89700E+01	4.62840E-04	1.04220E-03	5.9295E-04	5.92950E-04	-1.20540E+00
-1.88220E+01	2.89230E-04	5.85180E-04	-1.8104E-04	-1.81020E-04	-1.20540E+00
-1.86730E+01	1.63440E-04	5.69340E-04	-4.8410E-04	-4.84160E-04	-1.20540E+00
-1.85240E+01	2.11510E-04	2.32350E-04	-2.5988E-04	-2.59920E-04	-1.20540E+00
-1.83750E+01	1.76980E-04	3.26200E-04	-4.3903E-04	-4.38970E-04	-1.20540E+00
-1.82260E+01	3.59430E-04	5.99030E-04	-4.6426E-04	-4.64260E-04	-1.20540E+00
-1.80780E+01	2.30660E-04	2.70350E-04	-8.5282E-04	-8.52830E-04	-1.20540E+00
-1.79290E+01	1.04420E-04	1.72780E-04	-9.2451E-04	-9.24490E-04	-1.20540E+00
-1.77800E+01	-7.85390E-05	9.46000E-05	-7.0318E-04	-7.03190E-04	-1.20540E+00
-1.76310E+01	-2.15270E-04	-5.89380E-05	-1.5918E-03	-1.59180E-03	-1.20540E+00
-1.74830E+01	3.30750E-04	1.21350E-04	-1.0512E-03	-1.05120E-03	-1.20540E+00
-1.73340E+01	-3.24970E-05	6.61600E-05	-1.2027E-03	-1.20270E-03	-1.20540E+00
-1.71850E+01	1.28650E-04	4.93930E-05	-9.6971E-04	-9.69740E-04	-1.20540E+00
-1.70360E+01	1.08300E-04	7.18880E-04	-5.8215E-04	-5.82150E-04	-1.20540E+00
-1.68870E+01	2.91130E-04	3.66110E-04	-6.4116E-04	-6.41140E-04	-1.20540E+00
-1.67390E+01	2.16920E-04	5.83730E-04	-2.4067E-04	-2.40610E-04	-1.20540E+00
-1.65900E+01	-6.23220E-06	-1.18440E-04	-7.5427E-04	-7.54310E-04	-1.20540E+00
-1.64410E+01	3.47990E-04	6.68320E-04	-4.6213E-04	-4.62170E-04	-1.20540E+00
-1.62920E+01	-8.28630E-05	2.79800E-04	-5.6834E-04	-5.68300E-04	-1.20540E+00
-1.61430E+01	3.01120E-04	4.99560E-04	-6.8497E-04	-6.85020E-04	-1.20540E+00
-1.59950E+01	3.28080E-04	6.49260E-04	-5.8880E-04	-5.88850E-04	-1.20540E+00
-1.58460E+01	2.77780E-04	4.85800E-04	-5.4737E-05	-5.47150E-05	-1.20540E+00
-1.56970E+01	1.39460E-04	3.10230E-04	-9.1698E-04	-9.17000E-04	-1.20540E+00
-1.55480E+01	2.80200E-04	1.83820E-04	-3.8505E-04	-3.84990E-04	-1.20540E+00
-1.53990E+01	6.86820E-05	4.29380E-04	-2.5724E-04	-2.57230E-04	-1.20540E+00
-1.52510E+01	6.67610E-04	8.31870E-04	2.2071E-04	2.20740E-04	-1.20540E+00
-1.51020E+01	6.22010E-04	1.54370E-03	8.7291E-04	8.72900E-04	-1.20540E+00
-1.49530E+01	6.10060E-04	1.14910E-03	6.3952E-04	6.39480E-04	-1.20540E+00
-1.48040E+01	5.02200E-04	1.29850E-03	3.8065E-04	3.80690E-04	-1.20540E+00
-1.46560E+01	4.15210E-04	6.85970E-04	2.2422E-04	2.24240E-04	-1.20540E+00
-1.45070E+01	3.23820E-04	8.62960E-04	2.1468E-04	2.14670E-04	-1.20540E+00
-1.43580E+01	4.85990E-04	1.08760E-03	4.0463E-04	4.04610E-04	-1.20540E+00
-1.42090E+01	2.45350E-04	4.19560E-04	6.4153E-05	6.41470E-05	-1.20540E+00
-1.40600E+01	4.13300E-04	1.20690E-03	5.8127E-05	5.81360E-05	-1.20540E+00
-1.39120E+01	6.26470E-04	1.42900E-03	8.6839E-04	8.68390E-04	-1.20540E+00
-1.37630E+01	7.34700E-04	1.09100E-03	8.8157E-04	8.81620E-04	-1.20540E+00
-1.36140E+01	6.02490E-04	1.58070E-03	1.0936E-03	1.09360E-03	-1.20540E+00
-1.34650E+01	5.63570E-04	9.68760E-04	5.6909E-04	5.69140E-04	-1.20540E+00
-1.33160E+01	5.03860E-04	1.02880E-03	1.1550E-03	1.15500E-03	-1.20540E+00
-1.31680E+01	5.55050E-04	1.64980E-03	1.2586E-03	1.25850E-03	-1.20540E+00
-1.30190E+01	8.71180E-04	1.82260E-03	1.4696E-03	1.46960E-03	-1.20540E+00
-1.28700E+01	9.84120E-04	1.58790E-03	1.1580E-03	1.15800E-03	-1.20540E+00
-1.27210E+01	6.35110E-04	1.40970E-03	1.1074E-03	1.10740E-03	-1.20540E+00
-1.25730E+01	9.47740E-04	1.98930E-03	1.6976E-03	1.69760E-03	-1.20540E+00
-1.24240E+01	1.14490E-03	2.60270E-03	2.3627E-03	2.36280E-03	-1.20540E+00
-1.22750E+01	1.37540E-03	2.46270E-03	2.3496E-03	2.34950E-03	-1.20540E+00
-1.21260E+01	8.96740E-04	1.84750E-03	1.5193E-03	1.51930E-03	-1.20540E+00
-1.19770E+01	1.06250E-03	2.67740E-03	2.5334E-03	2.53340E-03	-1.20540E+00
-1.18290E+01	1.60140E-03	3.13670E-03	2.8217E-03	2.82180E-03	-1.20540E+00
-1.16800E+01	1.55800E-03	3.20580E-03	3.1483E-03	3.14830E-03	-1.20540E+00
-1.15310E+01	1.50250E-03	2.82470E-03	2.8019E-03	2.80190E-03	-1.20540E+00
-1.13820E+01	1.24660E-03	2.61720E-03	2.7690E-03	2.76910E-03	-1.20540E+00
-1.12330E+01	1.47500E-03	2.72690E-03	3.1715E-03	3.17150E-03	-1.20540E+00
-1.10850E+01	1.39200E-03	3.29470E-03	3.6925E-03	3.69260E-03	-1.20540E+00
-1.09360E+01	1.97630E-03	3.86870E-03	4.9973E-03	4.99720E-03	-1.20540E+00
-1.07870E+01	2.41240E-03	5.09690E-03	6.1346E-03	6.13460E-03	-1.20540E+00
-1.06380E+01	2.34780E-03	4.75280E-03	5.9680E-03	5.96800E-03	-1.20540E+00
-1.04890E+01	2.08330E-03	4.97870E-03	5.8825E-03	5.88250E-03	-1.20540E+00
-1.03410E+01	2.44550E-03	4.73690E-03	6.0136E-03	6.01350E-03	-1.20540E+00
-1.01920E+01	2.65760E-03	5.33280E-03	6.7271E-03	6.72710E-03	-1.20540E+00
-1.00430E+01	2.85860E-03	6.31490E-03	7.6179E-03	7.61790E-03	-1.20540E+00
-9.89430E+00	3.29280E-03	6.16010E-03	8.8470E-03	8.84700E-03	-1.20540E+00
-9.74560E+00	3.19570E-03	6.79890E-03	9.0015E-03	9.00160E-03	-1.20540E+00
-9.59680E+00	3.63230E-03	8.03020E-03	1.0483E-02	1.04830E-02	-1.20540E+00
-9.44800E+00	4.30440E-03	8.28980E-03	1.1484E-02	1.14840E-02	-1.20540E+00
-9.29920E+00	4.24940E-03	8.69480E-03	1.1891E-02	1.18910E-02	-1.20540E+00
-9.15040E+00	4.55540E-03	9.87990E-03	1.3053E-02	1.30530E-02	-1.20540E+00
-9.00160E+00	4.78780E-03	9.72210E-03	1.3833E-02	1.38330E-02	-1.20540E+00
-8.85280E+00	5.42710E-03	1.15950E-02	1.5749E-02	1.57490E-02	-1.20540E+00
-8.70400E+00	5.99970E-03	1.19830E-02	1.7294E-02	1.72940E-02	-1.20540E+00
-8.55530E+00	6.40620E-03	1.32020E-02	1.8658E-02	1.86580E-02	-1.20540E+00
-8.40650E+00	6.81600E-03	1.46380E-02	2.0591E-02	2.05910E-02	-1.20540E+00
-8.25770E+00	7.66110E-03	1.59200E-02	2.2529E-02	2.25290E-02	-1.20540E+00
-8.10890E+00	8.32210E-03	1.69500E-02	2.4281E-02	2.42810E-02	-1.20540E+00
-7.96010E+00	8.84090E-03	1.80440E-02	2.6088E-02	2.60880E-02	-1.20540E+00
-7.81130E+00	9.13140E-03	1.90530E-02	2.8144E-02	2.81440E-02	-1.20540E+00
-7.66250E+00	1.06490E-02	2.17420E-02	3.1296E-02	3.12960E-02	-1.20540E+00
-7.51370E+00	1.12110E-02	2.31300E-02	3.3689E-02	3.36890E-02	-1.20540E+00
-7.36500E+00	1.23090E-02	2.53420E-02	3.6905E-02	3.69050E-02	-1.20540E+00
-7.21620E+00	1.28740E-02	2.66650E-02	3.9240E-02	3.92400E-02	-1.20540E+00
-7.06740E+00	1.40680E-02	2.86830E-02	4.2815E-02	4.28150E-02	-1.20540E+00
-6.91860E+00	1.56090E-02	3.21100E-02	4.7363E-02	4.73630E-02	-1.20540E+00
-6.76980E+00	1.69680E-02	3.46180E-02	5.1442E-02	5.14420E-02	-1.20540E+00
-6.62100E+00	1.85430E-02	3.77160E-02	5.5862E-02	5.58620E-02	-1.20540E+00
-6.47220E+00	1.98900E-02	4.04070E-02	6.0452E-02	6.04520E-02	-1.20540E+00
-6.32340E+00	2.17930E-02	4.44070E-02	6.5820E-02	6.58200E-02	-1.20540E+00
-6.17470E+00	2.35000E-02	4.75990E-02	7.0841E-02	7.08410E-02	-1.20540E+00
